original,translate
She suggests I search for Cass along the bed of the lake or creek that runs past Firgol,Камилла советует искать Касс у берегов озера или ручья возле Фиргола
Such Wonders,Дивные чудеса
Carnivale is upon you!,Карнавал начался!
Eat!,Ешь!
Drink!,Пей!
Revel!,Веселись!
You must partake in all the wonders of the Carnivale!,Насладись всеми чудесами Карнавала!
Try the drink at the Carnevale!,Попробуй напиток Карнавала!
Sample the food at the Carnivale,Отведай еду Карнавала
Give in to the music of the Carnivale,Отдайся музыке Карнавала
The Surprise,Сюрприз
Enjoy the rest of the night,Наслаждайся оставшейся ночью
The Finale,Финал
Storm the Firgol manor,Штурмуй усадьбу Фиргола
The Baron's Play,Пьеса барона
The Baron's play is about to begin,Пьеса барона вот-вот начнётся
Take your place in front of the stage,Займи место перед сценой
The Tower of Ash,Башня Пепла
We met a strange man on Idra who beseeched us to travel to an island just north of Idra called Eryll and seek out ‘The Tower of Ash’,На Идре мы встретили странного человека: он умолял отправиться на остров Эрилль к северу от Идры и найти 'Башню Пепла'
Apparently his master is somehow in dire straits and in need of aid,"Похоже, его хозяин в беде и нуждается в помощи"
"Though not much more could be learned from the man, I suspect his master may in fact be a Magos of quite some power","Хотя узнать больше не удалось, я подозреваю: хозяин — весьма могущественный маг"
To the Tower,К башне
I've been asked to travel to the island of Eryll,Меня попросили отправиться на остров Эрилль
It lies a short distance north of Idra but still south of Gradla,Он чуть севернее Идры и южнее Градлы
There I must find ‘The Tower of Ash’ and venture to learn more of the plight of its ‘Master’,Там нужно найти 'Башню Пепла' и узнать о бедствии её 'Хозяина'
Down Below,Внизу
I met the strange apprentices of a Magos by the name of Calipero,Я встретил странных учеников мага по имени Калиперо
He seems to be missing in the halls underneath the tower and the apprentices are desperate to see him returned,"Он пропал в залах под башней, и ученики отчаянно хотят вернуть его"
The entrance to the dungeons below can be found under the mercury pool on the ground floor of the tower,Вход в подземелье под ртутным бассейном на первом этаже
Apparently the entrance will somehow reveal itself if I blow the silver flute given to me by the apprentices,"Вход откроется, если сыграть на серебряной флейте учеников"
Salts of Elthanyr,Соли Элтанира
"As I entered the dungeon, I was contacted through magical means by Calipero himself","Войдя в подземелье, я получил магическое послание от самого Калиперо"
It seems he is locked in an arcane stale-mate with some creature he tried to call forth from beyond,"Похоже, он увяз в магическом тупике с призванным существом"
To free himself he has asked that we create something called the Salts of Elthanyr and bring it to his summoning chambers beneath the main dungeon,"Чтобы освободиться, он просит создать 'Соли Элтанира' и принести в его призывный зал под подземельем"
Ingredient Hunt,Поиск ингредиентов
To craft the Salts of Elthanyr I need to find the 'Protoplasmic Catalyzer' and add the following ingredients is this exact order,Для варки Солей Элтанира нужен 'Протоплазменный катализатор' и ингредиенты в строгом порядке
First add Sylversalt,Сначала добавить Сильверсоль
"Second, add Salamander’s Horn","Затем — Рог саламандры"
"Finally, add Lotus Petals","И наконец — лепестки лотоса"
"I'm sure these ingredients as well as the 'Protoplasmic Catalyzer' can be found in this very dungeon","Катализатор и ингредиенты, должно быть, есть в этом подземелье"
The Recipe,Рецепт
For starters I need to find the recipe for Salts of Elthanyr,Сначала нужно найти рецепт Солей Элтанира
Hopefully the recipe can be found somewhere in this dungeon,"Надеюсь, он где-то здесь"
The Summoning Chamber,Призывной зал
I've crafted the Salts of Elthanyr,Я приготовил Соли Элтанира
Now I need to make my way down Calipero's Summoning Chambers and assist him as best I can,Теперь нужно спуститься в зал призыва Калиперо и помочь ему
Vomit Cups,Рвотные чаши
"Esteban, the alchemist in the Underhalls under Horryn, has asked me to find some ‘vomit cup’ fungi for him","Алхимик Эстебан из Подзалий под Хоррином просит найти грибы 'рвотные чаши'"
They are large green fungi that smell horribly,Это крупные зелёные грибы с жутким запахом
He explains that they grow in caves adjoining the Underhalls,"Они растут в пещерах, примыкающих к Подзалиям"
These caves can be accessed through a barred gate west of the Rat-Queens court,Вход туда через решётчатые ворота к западу от двора Крысицы-королевы
The area is off-limits and a guard patrols it,Место запрещённое — там ходит стража
"Once past the gate, I should make a left turn and find the chamber where the vomit cups grow","Пройдя ворота, повернуть налево и найти зал, где растут 'чаши'"
"Afterwards, I’ll return to Esteban for my rewards as well as access to his alchemical supplies","Затем вернуться к Эстебану за наградой и доступом к его алхимии"
