original,translate
Older than the Empire even is the talk around camp,Старее Империи - так говорят в лагере
I just wish my insides didn’t hurt as much,"Я просто хочу, чтобы мои внутренности не болели так сильно"
They’re sending me down with the next shipment of tools,Они отправят меня со следующей партией инструментов
That means passing the ‘night-maze’,"Это значит пройти ""ночной лабиринт"""
They say it can’t be lit even by magical lighting,"Говорят, его нельзя осветить даже магическими светильниками"
I hate the dark,Я ненавижу темноту
Apparently it’s easy enough to navigate if you know how,"Очевидно, что ориентироваться в нем достаточно просто, если знать, как"
South until you hit the first wall and then west until wall - north until wall - west until wall - north until wall - west until wall - then north and you’re there,"На юг до первой стены, затем на запад до стены - на север до стены - на запад до стены - на север до стены - на запад до стены - на север до стены - на запад до стены - затем на север и вы на месте"
I went all the way to the sanctum this time,На этот раз я прошел весь путь до святилища
By the Golden how I wish I had not,"Золото, как бы я хотела этого не делать"
How can such a thing be?,Как такое может быть?
The writing becomes rushed,Писание становится поспешным
Hear screams below,Услышьте крики ниже
Something is wrong,Что-то не так
Save us!,Спасите нас!
#Clothing,#Одежда
Clothing,Одежда
Apron,Фартук
Dress,Платье
Commoner's Garb,Одежда простолюдина
Rough but functional woolen clothing that serves the hard-working commoners of the empire well,"Грубая, но функциональная шерстяная одежда, которая хорошо служит трудолюбивым простолюдинам империи"
Bravo's Outfit,Наряд Браво
Checkered Tunic,Туника в клетку
Doublet,Дублет
Noble's Outfit,Экипировка дворянина
Pants,Брюки
Rags,Тряпки
Ranger's Outfit,Экипировка рейнджера
Robes,Халаты
Flashy Shirt,Броская рубашка
Short Pants,Укороченные брюки
Comfortable Outfit,Удобный наряд
Tabard,Табард
Toga,Тога
Traveler's Garb,Одежда путешественника
Rough but functional woolen clothing,"Грубая, но функциональная шерстяная одежда"
Well suited for travel and adventuring if you can learn to live with the itching,"Хорошо подходит для путешествий и приключений, если вы можете научиться жить с зудом"
Tribal Sash,Племенной поясок
Furs,Меха
#Consumeables,#Consumeables
Consume,Употребить
Consumable,Потребляемый
Brandy,Бренди
A bottle of strong Gorremian brandy,Бутылка крепкого горремского бренди
The tired old mercenary's best friend,Лучший друг старого усталого наемника
Potion of Cure Disease,Зелье исцеления болезней
Potion of Cure Poison,Зелье исцеления от яда
Firgol Cider,"Сидр ""Фиргол"
"Sparkling and sweet, this cider comes from the slow-growing orchards of Firgol","Игристый и сладкий, этот сидр родом из медленно растущих фруктовых садов Фиргола"
Many claim it’s the best in all of the Northern Empire whilst a handful of bad apples will complain it’s too sweet,"Многие утверждают, что он лучший во всей Северной империи, в то время как горстка плохих яблок будет жаловаться, что он слишком сладкий"
Potion of Greater Restoration,Зелье Большого Восстановления
Greater Tonic of Vitality,Большой тоник Живучести
Lesser Tonic of Vitality,Малый тоник Живучести
Moderate Tonic of Vitality,Умеренный тоник Живучести
Potion of Acid Immunity,Зелье иммунитета к кислоте
Potion of Electric Immunity,Зелье иммунитета к электричеству
Potion of Fire Immunity,Зелье невосприимчивости к огню
Potion of Panic Immunity,Зелье иммунитета к панике
Greater Attunement Tonic,Большой тоник маны
Lesser Attunement Tonic,Малый тоник маны
Moderate Attunement Tonic,Средний тоник маны
Mead,Медовуха
A sweet alcoholic brew made from honey,"Сладкий алкогольный напиток, приготовленный из меда"
Widely enjoyed in all of the Northern Empire and the Outer Isles,Широко распространен во всей Северной империи и на Внешних островах
Potion of Agility,Зелье ловкости
Potion of Bless,Зелье благословения
Potion of Diamond Form,Зелье алмазной формы
Potion of Fortify Will,Зелье Укрепления Воли
Potion of Frenzy,Зелье неистовства
Potion of Heroism,Зелье героизма
Potion of Regeneration,Зелье регенерации
Potion of Speed,Зелье скорости
Potion of Stone Skin,Зелье каменной кожи
Potion of Strength,Зелье силы
Potion of Acid Resistance,Зелье сопротивления кислоте
Potion of Electric Resistance,Зелье электрического сопротивления
Potion of Fire Resistance,Зелье сопротивления огню
#Foods,#Продукты питания
Apple,Apple
"Whilst its ability to keep the medicae away has yet to be proven, this common fruit can be found growing on trees in the summer months and is a staple in the pantry of peasants and noblemen alike","Хотя способность этого фрукта отпугивать медяков еще не доказана, его можно найти растущим на деревьях в летние месяцы, и он является основным продуктом в кладовой как крестьян, так и дворян"
Bacon,Бекон
There is truly no better way to start the day than with a fresh chunk of this salted pork,"Воистину нет лучшего способа начать день, чем свежий кусок этой соленой свинины"
Dark Bread,Темный хлеб
A piece of the traditional dark and heavy full-grain bread that is eaten throughout the region by farmers and laborers,"Кусочек традиционного темного и тяжелого цельнозернового хлеба, который едят по всему региону фермеры и рабочие"
Butter,Масло
"Due to its affordability, the rich and creamy, salted butter from Heartlander cows is a popular source of nourishment amongst the lower classes of the Empire","Благодаря своей доступности, соленое сливочное масло от коров Сердца является популярным источником питания среди низших слоев населения Империи"
There’s nothing butter,Нет ничего масляного
Carrot,Морковь
"Abundant and healthy, carrots are a staple in the soups and stews of the north",Обильная и полезная морковь является основным продуктом в супах и тушеных блюдах на севере
"Also, Hospitallers claim they improve your night-sight","Кроме того, госпитальеры утверждают, что они улучшают ночное зрение"
Cheddar,Чеддер
"Made from cow's milk, this cheese is common and beloved throughout the Imperial heartlands","Этот сыр, сделанный из коровьего молока, распространен и любим во всех имперских землях"
Perfect for eating with bread and ham,Идеально подходит для еды с хлебом и ветчиной
Sheep's Milk Cheese,Сыр из овечьего молока
As inexpensive and filling as it is smelly,"Столь же недорогой и наполненный, сколь и пахучий"
Sheep's milk cheese is a staple in the northern Hinterlands,Сыр из овечьего молока - основной продукт питания в северных Хинтерлендах
Crab,Краб
"Many of the Empire’s citizens will pay a pretty penny to get their hands on this soft, sweet meat","Многие граждане Империи готовы раскошелиться, чтобы заполучить в свои руки это мягкое, сладкое мясо"
"Boiled in salted water and served on white bread with melted butter and squeezed lemon, crab-meat is truly a feast","Отваренное в подсоленной воде и поданное на белом хлебе с растопленным маслом и выжатым лимоном, крабовое мясо - это настоящий праздник"
Cream,Крем
Rich and creamy,Насыщенный и сливочный
Don’t let the cat have it,Не позволяйте кошке получить его
Dried Meat,Сушеное мясо
"A favorite amongst adventures, this smoky, preserved meat can last longer than most people’s lives","Это копченое консервированное мясо, любимое среди любителей приключений, может храниться дольше, чем жизнь большинства людей"
Eel,Угорь
"Due to their abundance in both rivers and oceans, eels are one of the most popular seafoods in the Empire","Благодаря своему обилию в реках и океанах, угри являются одним из самых популярных морепродуктов в Империи"
"So popular, in fact, that some citizens have even been known to accept them as payment","Они настолько популярны, что некоторые граждане даже принимают их в качестве оплаты"
Eggs,Яйца
Don't put them all in one basket,Не складывайте их в одну корзину
Perklin,Перклин
The humble perklin makes up for its meager size with its abundance,Скромный перклин компенсирует свои скромные размеры обилием
It's often perserved with salt and eaten year round,Его часто солят и едят круглый год
The smell is an acquired taste,Запах - это приобретенный вкус
Redman,Redman
The tongue and eyes of the redman swells grotesquely once it's pulled from the depth in which it dwells,"Язык и глаза краснолюда гротескно раздуваются, когда его извлекают из глубины, в которой он обитает"
"Despite its apperance, however, its flesh is considered a delicacy when served baked with lemons and vegetables","Однако, несмотря на внешний вид, его мякоть считается деликатесом, когда ее подают запеченной с лимонами и овощами"
Steel-Fin,Стальные ласты
Dead fish eyes stare up at you,Глаза мертвой рыбы смотрят на вас
Steel-Fin is a staple on dinner tables throughout the Outer Isles,Стальная рыба - основной продукт на обеденных столах на всех Внешних островах
It's commonly eaten in hearthy stews with vegetables,Его обычно едят в сытных тушеных блюдах с овощами
Flour,Мука
One of the greatest of the Gallian Miracles was the turning of deserts into the great rolling wheat fields that now constitute a large portion of the Heartland,"Одним из величайших галлийских чудес стало превращение пустынь в огромные пшеничные поля, которые сегодня составляют большую часть Сердца Земли"
From these flows countless tons of grain and rich white flour,Из них вытекают бесчисленные тонны зерна и богатой белой муки
Garlic,Чеснок
"Pungent and full of flavor, this herb is most frequently used to enhance a variety of meals","Острая и насыщенная, эта трава чаще всего используется для улучшения вкуса различных блюд"
Cured Ham,Вяленая ветчина
"Tender, savory and long lasting","Нежный, пикантный и долгоиграющий"
Cured ham is found in the cellar of every well-to-do merchant and petty noble in the Empire,Ветчину можно найти в погребе каждого зажиточного купца и мелкого дворянина в Империи
Honey,Мед
"Sticky and sweet, this ingredient is often used by cooks to sweeten or preserve food, and is a staple in every mead-makers arsenal","Липкий и сладкий, этот ингредиент часто используется поварами для подслащивания или консервирования пищи, а также является основным в арсенале любого медовика"
It is even said to have curative properties when applied to infected wounds,"Считается, что он даже обладает лечебными свойствами при нанесении на инфицированные раны"
Leeks,Лук-порей
"Beyond just the taste, leeks go a long way towards adding some color to the drab cuisine of the poor","Помимо вкусовых качеств, лук-порей способен привнести немного красок в унылую кухню бедняков"
Lemons,Лимоны
"In the north, lemons are almost exclusively found on ships where they serve to protect the sailors from the terrible scurvy that prolonged idleness and sexual abstinence is known to cause","На севере лимоны можно встретить почти исключительно на кораблях, где они служат для защиты моряков от ужасной цинги, которую, как известно, вызывает длительное безделье и половое воздержание"
Baked Crab,Запеченный краб
The crab flesh is coated in spiced butter before baking in the oven to perfection,"Мякоть краба обмазывается маслом со специями, после чего запекается в духовке до готовности"
Baked Mushrooms,Запеченные грибы
The nutty flavor of the wyrdloaf mixes wonderfully with the aromas of garlic to produce a meal fit for an emperor,"Ореховый вкус буженины прекрасно сочетается с ароматом чеснока, и получается блюдо, подходящее для императора"
Baked Onions,Запеченный лук
"Onions are easily grow, keep for long and go a long ways towards covering up the taste of half-spoiled fish or meat","Лук легко выращивается, долго хранится и отлично скрывает вкус полупротухшей рыбы или мяса"
Baked Oysters,Запеченные устрицы
Tender oysters coated in bread-crumbs and baked until just right,"Нежные устрицы, обваленные в сухарях и запеченные до готовности"
You just hope the oysters were fresh,"Надеюсь, устрицы были свежими"
Baked Potato,Запеченный картофель
It is said that potatoes alone can nourish a man's body indefinitely,"Говорят, что один только картофель может питать тело человека бесконечно долго"
The same cannot be said for his soul,То же самое нельзя сказать о его душе
Beef Stew,Тушеная говядина
"A thick, hearty stew of beef cooked in rich, Ombarian wine","Густое, сытное рагу из говядины, приготовленное в богатом омбарском вине"
Cheese Plate,Сырная тарелка
"Ah, the understated elegance of a cheese and fruit plate",Сдержанная элегантность тарелки с сыром и фруктами
Eggs and Bacon,Яйца и бекон
The breakfast of titans,Завтрак титанов
Baked Fish,Запеченная рыба
"A delicious-looking plate of baked, white fish on a bed of vegetables seasoned with freshly squeezed lemon","Аппетитно выглядящее блюдо из запеченной белой рыбы на столе с овощами, приправленное свежевыжатым лимоном"
Salted Fish,Соленая рыба
The fisherman's best friend,Лучший друг рыбака
Preferably eaten with a mug of ale on the side,Предпочтительно есть с кружкой эля на гарнир
Fish Stew,Тушеная рыба
A steaming bowl of fish and vegetable stew,Паровое рагу из рыбы и овощей
This type of dish is eaten more or less daily by the coast-dwellers of the north,Такое блюдо более или менее ежедневно едят жители побережья на севере
It could do with some salt,Не помешало бы немного соли
Grilled Leeks,Лук-порей на гриле
Mashed Potatoes,Картофельное пюре
Just the way mothers all over the Empire would make it!,"Именно так, как его готовят мамы по всей Империи!"
Meat Skewers,Мясные шампуры
Richly spiced meat roasted on skewers,"Богатое специями мясо, обжаренное на шампурах"
A popular dish that the Empire imported from its overseas colonies,"Популярное блюдо, которое Империя импортировала из своих заморских колоний"
Farmer's Omelette,Фермерский омлет
"A nice farmer's omelette brings to mind the simple comforts of a quaint, rural life",Хороший фермерский омлет навевает мысли о простых удобствах причудливой сельской жизни
Mushroom Omelette,Грибной омлет
The mushroom omelette tastes of the forest,Грибной омлет со вкусом леса
Apple Pie,Яблочный пирог
Sweet and comforting,Сладкий и уютный
Pumpkin Pie,Тыквенный пирог
Nothing says autumn like a nice old slice of pumpkin pie,"Ничто так не говорит об осени, как старый добрый кусок тыквенного пирога"
Roasted Eel,Жареный угорь
Crispy skin and tender meat,Хрустящая кожа и нежное мясо
The roasted eel is seasoned with garlic and served with potato chips,Жареный угорь приправлен чесноком и подается с картофельными чипсами
Cheese Sandwich,Сэндвич с сыром
"For a few short moments, whilst eating a melted cheese sandwich, all is well in the world","На несколько коротких мгновений, пока вы едите сэндвич с плавленым сыром, все в мире становится хорошо"
Mushroom Soup,Грибной суп
Fried Steak,Жареный стейк
A meal to put hair on your chest!,"Еда, от которой волосы встают дыбом!"
Vegetable Soup,Овощной суп
"A farmer’s feast, often eaten in the fall when root vegetables are abundant","Фермерский пир, который часто едят осенью, когда корнеплоды в изобилии"
Morel,Морель
Morels are mushrooms that make for excellent eating,"Сморчки - грибы, которые отлично подходят для еды"
Penny Buns,Булочки для пенни
Penny Buns are mushrooms that make for excellent eating,"Булочки Пенни - это грибы, которые отлично подходят для еды"
Wyrdloaf,Wyrdloaf
Wyrdloaf are mushrooms that make for excellent eating,"Грибы, которые отлично подходят для употребления в пищу"
Nuts,Орехи
"Often added to meat dishes to boost nutrition, these tasty treats can be found growing on various trees and bushes throughout the Empire","Эти вкусные лакомства, которые часто добавляют в мясные блюда для повышения питательности, можно найти растущими на различных деревьях и кустарниках по всей Империи"
Onions,Лук
Oysters,Устрицы
This earthy flavored molluscs has been known to increase a person’s desire and sexual stamina,"Известно, что этот моллюск с землистым вкусом повышает желание и сексуальную выносливость человека"
No wonder then that the courtiers and lay nobility of the Heartlands gorge themselves on this delicacy,"Неудивительно, что придворные и светские дворяне Сердцевины наедаются этим деликатесом"
Just remember to smell them before you eat them,"Только не забудьте понюхать их, прежде чем есть"
Pear,Груша
"A freshly picked, juicy pear",Свежесобранная сочная груша
"Eat it fresh, bake it in a pie or make brandy from it!","Ешьте его свежим, запекайте в пироге или делайте из него бренди!"
Potatoes,Картофель
Pumpkin,Тыква
A bit watery and tasteless but might work well in a soup or a pie,"Немного водянистый и безвкусный, но может хорошо подойти для супа или пирога"
Ration,Рацион
"A trail ration of dried meats, fruits and grains","Походный рацион из сушеного мяса, фруктов и зерновых"
As sure to filling as it is boring,"Настолько же уверенно, насколько скучно"
Salt,Соль
An empire runs on salt,Империя работает на соли
"As the Gallian Empire's preservative and seasoning of choice, it is no wonder that the Salt Merchant's Guild is both rich and very powerful","Гильдия торговцев солью богата и очень могущественна, так как является консервантом и приправой Галльской империи"
Snails,Улитки
"Despite their slimy appearance, these small creatures are a delicacy amongst nobles and commoners alike and are often eaten with garlic butter or as part of hearty casseroles","Несмотря на свой склизкий вид, эти маленькие существа являются деликатесом как среди знати, так и среди простолюдинов. Их часто едят с чесночным маслом или в составе сытных запеканок"
Spices,Специи
"Imported from far away lands at great cost and risk, spices are worth their weight in gold","Импортированные из далеких стран с большими затратами и риском, специи ценятся на вес золота"
"Aromatic and delicious, they are a precious commodity used by the upper classes to enhance their meals","Ароматные и вкусные, они являются ценным товаром, используемым высшим классом для улучшения качества блюд"
Squid,Кальмар
"If they’re not filling the bellies of the upper-class, these slippery sea-creatures are being harvested for their ebony coloured ink","Если эти скользкие морские животные не набивают брюхо представителям высшего класса, их добывают ради чернил цвета эбенового дерева"
Sugar,Сахар
"Due to its rarity, this sweet ingredient is usually only found in the kitchens of noble and middle-class households where it is typically used to make glorious pastries and confections","Из-за своей редкости этот сладкий ингредиент обычно встречается только на кухнях знатных и средних семей, где его обычно используют для приготовления великолепной выпечки и кондитерских изделий"
Beef,Говядина
"A favorite on many a noble’s table, this thick cut of meat is as rich in iron as it is in flavor","Любимое блюдо на столе многих знатных особ, этот толстый кусок мяса так же богат железом, как и вкусом"
Warberries,Warberries
Rich harvests from the warberry bush is said to portend war,"Считается, что богатый урожай с куста брусники предвещает войну"
These tart berries are often used to make jams or other preserves in case food should become scarce,Эти терпкие ягоды часто используют для приготовления джемов и других консервов на случай нехватки продовольствия
Ombarian Wine,Омбарское вино
Fine wine imported from the vinyards of the Ombaria,"Изысканное вино, привезенное из виноградников Омбарии"
Rumors abound of grape harvests failing due to drought in the Heartlands and wine is currently hard to come by,"Ходят слухи, что из-за засухи в Сердцевинных Землях не удается собрать урожай винограда, и в настоящее время вино трудно достать"
#Gems,#Gems
Amethyst,Аметист
"A common variety of quartz often believed to offer enlightenment, this gemstone is often found in the mountains of Gorremia","Распространенная разновидность кварца, которая, как считается, дарует просветление. Этот драгоценный камень часто находят в горах Горремии"
Archon's Eye,Глаз архонта
A common gemstone across the Empire,Распространенный драгоценный камень в Империи
Crones will tell you it protects the user from bad luck,"Кроны скажут вам, что он защищает пользователя от неудач"
Diamond,Алмаз
The “Empress” of gemstones,Императрица драгоценных камней
Emerald,Изумруд
A highly coveted semi-precious stone often worn by members of the lay-nobility,"Желанный полудрагоценный камень, который часто носили представители светской знати"
Moonstone,Лунный камень
"This adularescent gem is believed by some to have fallen from the moon itself, but its low cost suggests otherwise","Некоторые считают, что этот драгоценный камень упал с самой Луны, но его низкая стоимость говорит об обратном"
Opal,Опал
This semi-precious stone is found in far Arassha and is often inset in items of power,Этот полудрагоценный камень находят в далекой Араше и часто вставляют в предметы власти
Painite,Паинит
"A rare mineral often misidentified as a ruby, this gemstone is often called “The Jewler’s Best Friend","Редкий минерал, который часто ошибочно принимают за рубин, часто называют ""лучшим другом ювелира"""
Pearl,Жемчужина
"A spherical stone, typically white or bluish-gray, the pearl is a favorite of rich sea-merchants","Шарообразный камень, обычно белый или голубовато-серый, жемчужина - любимец богатых морских торговцев"
Red Beryl,Красный берилл
An extremely rare and coveted gemstone that can sometimes be found inset in the regalia of the Empire’s most powerful,"Крайне редкий и желанный драгоценный камень, который иногда можно найти вставленным в регалии самых могущественных людей Империи"
Ruby,Руби
"A coveted, durable gemstone often worn by Magi of high rank","Желанный, прочный драгоценный камень, который часто носят маги высокого ранга"
Topaz,Топаз
Topaz is commonly traded by Ombarian merchants,Топаз обычно продается омбарскими купцами
"Usually light blue in color, the gem can be traded at a low cost","Обычно светло-голубого цвета, этот драгоценный камень может быть продан по низкой цене"
#Idle Items,#Idle Items
Banner,Баннер
Helbard,Helbard
Pitchfork,Pitchfork
Rake,Грабли
Scythe,Коса
Spear,Копье
#Jewelry,#Ювелирные изделия
Amulet of Perfect Health,Амулет совершенного здоровья
Grants the wearer immunity to Disease,Дает владельцу иммунитет к болезням
The Lunar Ring,Лунное кольцо
The Lunar Ring increases the radius of Aura spells by,Кольцо Луны увеличивает радиус действия заклинаний ауры на
Skull Necklace,Ожерелье из черепов
An exquisitely crafted necklace that could be quite valuable,"Изысканное ожерелье, которое может оказаться весьма ценным"
Diamond Necklace,Бриллиантовое колье
Firegold Necklace,Ожерелье Firegold
Coral Necklace,Коралловое ожерелье
Pagan Necklace,Языческое ожерелье
Beryl Necklace,"Ожерелье ""Берилл"
Garnet Necklace,Гранатовое ожерелье
Profane Necklace,Ожерелье Profane
Arcane Necklace,Ожерелье Arcane
Ancient Necklace,Древнее ожерелье
Brass Necklace,Латунное ожерелье
A necklace that can be sold for a few coins,"Ожерелье, которое можно продать за несколько монет"
Opal Necklace,Опаловое ожерелье
A necklace that will fetch a nice price,"Ожерелье, которое можно купить по хорошей цене"
Silver Necklace,Серебряное ожерелье
Gold Necklace,Золотое ожерелье
Copper Necklace,Медное ожерелье
Copper Locket,Медный медальон
Jade Necklace,Нефритовое ожерелье
Ruby Necklace,Рубиновое ожерелье
Ancient Gold Necklace,Ожерелье из старинного золота
Ancient Jade Necklace,Ожерелье из древнего нефрита
The Guarded Heart,Охраняемое сердце
A beautifully crafted golden ring with a heart carved into it,Красиво выполненное золотое кольцо с вырезанным на нем сердцем
The wearer of this ring will find their resolve strengthened,Обладателя этого кольца ждет укрепление решимости
Adds +1 to Will,Добавляет +1 к Воле
Skull Ring,Кольцо с черепом
An exquisitely crafted ring that could be quite valuable,"Изысканное кольцо, которое может оказаться весьма ценным"
Topaz Ring,Кольцо с топазом
Lapis Ring,Кольцо с лаписом
Frater's Ring,Кольцо братства
Sepulchite's Ring,Кольцо Сепульки
Flowgold Ring,Золотое кольцо
Wavestrider Ring,Кольцо Wavestrider
Tempest Ring,Кольцо бури
Lupercal Ring,Кольцо Луперкаля
Arboreal Ring,Кольцо дендроида
Primordial Ring,Первобытное кольцо
Ruby Ring,Кольцо с рубином
Genesis Ring,"Кольцо ""Генезис"
Fire Opal Ring,Кольцо с огненным опалом
Emerald Ring,Кольцо с изумрудом
Amethyst Ring,Кольцо с аметистом
Serpent Ring,Кольцо со змеей
Aquamarine Ring,Кольцо с аквамарином
Sunstone Ring,Кольцо с солнечным камнем
Green Sapphire Ring,Кольцо с зеленым сапфиром
Brass Ring,Латунное кольцо
"A modest, but well crafted ring","Скромное, но хорошо сделанное кольцо"
Silver Ring,Серебряное кольцо
Gold Ring,Золотое кольцо
"A modest, but well crafted golden ring","Скромное, но хорошо сделанное золотое кольцо"
#Keys,#Keys
Crypt Key,Криптографический ключ
A bloodied bronze key that opens something in the crypt under the temple in Horryn,"Окровавленный бронзовый ключ, который открывает что-то в склепе под храмом в Хоррине"
Surgery Door Key,Ключ от двери операционной
"A small key that unlocks the door to the surgery on the ""Zephyr","Маленький ключ, отпирающий дверь в операционную на ""Зефире"
Armory Key,Ключ от оружейной комнаты
A key that was discovered inside the keep in Horryn,"Ключ, который был найден в хранилище в Хоррине"
Black Key,Черный ключ
A large black key that unlocks something inside the Black Priory,"Большой черный ключ, который отпирает что-то внутри Черного Приората"
Smugglers Key,Ключ контрабандистов
A large rusty key that seems like it would open a chest or some other container,"Большой ржавый ключ, который, кажется, мог бы открыть сундук или другой контейнер"
You found it on a drowned corpse beneath the lighthouse,Вы нашли его на утонувшем трупе под маяком
#Melee Weapons,#Оружие ближнего боя
Light Blade,Легкий клинок
Medium Blade,Средний клинок
Heavy Blade,Тяжелый клинок
Masterwork Dagger,Мастерский кинжал
Broadsword,Broadsword
Fine Broadsword,Изящный меч
Masterwork Broadsword,Мастерский меч
Crude Broadsword,Грубый меч
Light Club,Легкая дубина
Fine Club,Добротная дубина
Masterwork Club,Искусная дубина
Crude Club,Неотёсанная дубина
Cutlass,Cutlass
A cutlass is a curved sword favored by sailors and swordsmen of Yom-Baria,"Катлас - это изогнутый меч, который предпочитают моряки и фехтовальщики Йом-Барии"
Fine Cutlass,Изящный катлас
Masterwork Cutlass,Мастерский катлас
Crude Cutlass,Грубый катлас
Dagger,Кинжал
Ancient Dagger,Древний кинжал
"An ancient dagger, carved from a strange greenish stone","Древний кинжал, вырезанный из странного зеленоватого камня"
It looks almost ritual and you suspect it might be of some value to someone with the right interest,"Он выглядит почти ритуальным, и вы подозреваете, что он может представлять определенную ценность для того, кто проявит должный интерес"
Fine Dagger,Изящный кинжал
Crude Dagger,Грубый кинжал
The Sparrowhawk,Воробьиный ястреб
A legendary rapier of unrivaled quality,Легендарная рапира непревзойденного качества
It also adds +2 to the wielder’s initiative,Он также добавляет +2 к инициативе владельца
Greataxe,Greataxe
Fine Greataxe,Изящный топор
Masterwork Greataxe,Мастерский топор
Crude Greataxe,Грубый топор
Greathammer,Greathammer
Fine Greathammer,Изящный молот
Masterwork Greathammer,Мастерский молот
Crude Greathammer,Грубый Великий Молот
Handaxe,Ручной топорик
Fine Handaxe,Изящный топор
Masterwork Handaxe,Мастерская рукоять
Crude Handaxe,Грубый топор
Longsword,Длинный меч
Fine Longsword,Изящный длинный меч
Masterwork Longsword,Мастерский меч
Crude Longsword,Грубый длинный меч
Mace,Мейс
Fine Mace,Изящная булава
Masterwork Mace,Мастерская булава
Crude Mace,Сырая булава
Mathias's Sword,Меч Матиаса
A beautifully crafted bastard-sword,Прекрасно сделанный меч-бастард
Rapier,Рапира
Fine Rapier,Изящная рапира
Masterwork Rapier,Мастерская рапира
Crude Rapier,Грубая рапира
Scimitar,Скимитар
Fine Scimitar,Изящный скимитар
Masterwork Scimitar,Мастерский скимитар
Crude Scimitar,Грубый скимитар
Shortsword,Короткий меч
Fine Shortsword,Изящный короткий меч
Masterwork Shortsword,Мастерский меч
Crude Shortsword,Грубый меч
The Lake Blade,Озерный клинок
A stunningly wrought longsword of ancient design,Потрясающий кованый длинный меч старинного дизайна
The bluish sheen of its metal never seems to lose its luster giving it its name,"Голубоватый блеск металла никогда не теряет своего сияния, благодаря чему он и получил свое название"
You recovered this sword from the crypt under Horryn,Вы нашли этот меч в склепе под Хоррином
Two-Hander,Двуручник
A large sword that must be wielded two-handed,"Большой меч, которым нужно владеть двумя руками"
Fine Two-Hander,Изящный двуручник
Masterwork Two-Hander,Мастерский двуручник
Crude Two-Hander,Грубый двуручник
Waraxe,Waraxe
Fine Waraxe,Изящный боевой меч
Masterwork Waraxe,Мастерский боевой меч
Crude Waraxe,Грубый варакс
Warhammer,Warhammer
Fine Warhammer,Изящный вархаммер
Masterwork Warhammer,Мастерство Warhammer
Crude Warhammer,Грубый вархаммер
#Misc Items,#Misc Items
Vomit Cups,Чашки для рвоты
"A bag of highly toxic fungi for Esteban, the alchemist in the Underhalls","Мешок высокотоксичных грибов для Эстебана, алхимика из Подземных ходов"
Bee Smoker,Пчелиная коптильня
A small apparatus that creates smoke,"Небольшой прибор, создающий дым"
Used to calm bees before harvesting honey,Используется для успокоения пчел перед сбором меда
Cassilda's Song,Песня Кассильды
A folded up piece of paper that has ‘To Camilla - From Cassilda' written on it,"Сложенный лист бумаги, на котором написано ""Камилле - от Кассильды"""
Supposedly it contains the words of a song intended for Camilla’s eyes only,"Предположительно, в нем содержатся слова песни, предназначенной только для глаз Камиллы"
A Foul-Smelling Potion,Приворотное зелье
A bottle of medicine made by Mother Katak to help cure the infection that is spreading through the Idran refugee camp,"Бутылка с лекарством, сделанная матерью Катак, чтобы помочь вылечить инфекцию, распространяющуюся по лагерю беженцев Идран"
Firgol Honey,Фиргольский мед
A honeycomb retrieved from one of the beehives in Firgol,"Соты, извлеченные из одного из ульев в Фирголе"
It has a spectacular shade of yellow,Он имеет эффектный желтый оттенок
Vessel,Судно
A strange vessel that could hold liquid,"Странный сосуд, в котором может храниться жидкость"
Full Vessel,Полное судно
A strange vessel containing liquid,Странный сосуд с жидкостью
Stuffed Animal,Чучело животного
"A small, ragged stuffed animal","Маленькое, потрепанное чучело"
No doubt it should be returned to its owner with all due haste,"Несомненно, его следует вернуть владельцу со всей поспешностью"
Giant Lizard Egg,Яйцо гигантской ящерицы
Large eggs,Крупные яйца
Something appears to be moving inside,"Кажется, внутри что-то движется"
Mallet,Mallet
A rounded mallet that seems to have some kind of ceremonial purpose,"Закругленный молоток, который, похоже, имеет какое-то церемониальное назначение"
Children's Bones,Детские кости
"The tragic, mold covered, bones of two children","Трагические, покрытые плесенью кости двух детей"
Lighthouse Oil,"Масло ""Маяк"
A pitcher full of oil,"Кувшин, наполненный маслом"
The kind that might be used for a lighthouse beacon,"Такой, который можно использовать для маяка"
Nautical Guild Seal,Печать морской гильдии
"A strange octagonal amulet, richly filegreed and with the navigational roset of the Nautical Guild carved on it","Странный восьмиугольный амулет, богато украшенный филенками, с вырезанной на нем навигационной розеткой Гильдии мореплавателей"
This is apparently an item that the guild will pay handsomely to have returned to them,"Очевидно, это предмет, за возвращение которого гильдия заплатит огромные деньги"
Ledger,Ведомость
A ledger containing incriminating information,"Бухгалтерская книга, содержащая инкриминирующую информацию"
The Whispering Tablets,Шепчущие скрижали
A pair of weathered stone tablets covered in indecipherable writing and grotesque symbols,"Пара обветренных каменных табличек, покрытых неразборчивыми письменами и гротескными символами"
The tablet’s condition seems to indicate that it has rested under the sea for a long time,"Состояние таблички указывает на то, что она долгое время пролежала под водой"
Did you just hear a whisper?,Вы только что услышали шепот?
Rotted Horse Flesh,Гнилая плоть лошади
A large quantity of rotted horse flesh,Большое количество гнилой лошадиной плоти
Utterly inedible to humans but perhaps a treat for some other beastie?,"Совершенно несъедобен для человека, но, возможно, станет лакомством для какого-нибудь другого зверя?"
A Strange Idol,Странный идол
A grotesque looking black Idol found in the 'Santa Fury' treasure hoard,"Черный идол гротескного вида, найденный в кладе ""Ярость Санта-Клауса"""
Sewerjack's Badge,Значок Канализатора
