original,translate
The portal had been hidden in plain sight all along - all it took to open it was the correct configuration of the statues!,입구는 줄곧 눈에 띄는 곳에 숨겨져 있었다. 조각상을 올바른 배열로 맞추기만 하면 되는 것이었다!
The dreaming halls await!,꿈꾸는 전당이 기다린다!
A journal that appears to have been written by one of the members of the Cabal expedition that was dispatched to the Priory,수도원에 파견된 카발 원정대원 중 한 명이 작성한 것으로 보이는 일지입니다
This one was found on a cocooned corpse in the catacombs,이것은 지하 묘지의 고치에 싸인 시체에서 발견되었습니다
We entered the ‘Dreaming Hall’ today,"오늘 '꿈꾸는 전당'에 진입했다"
I’m awestruck by the mystery of it all,이 모든 것의 신비로움에 경외감을 느낀다
What secrets did the Sleeper whisper to the monks as they dreamed?,잠든 자는 꿈꾸는 수도사들에게 어떤 비밀을 속삭였을까?
We must push on and soon enough we too shall stand before his timeless glory,"계속 나아가야 한다. 머지않아 우리 또한 그의 영원한 영광 앞에 서게 될 것이다"
"By the Maiden’s, we found it!","처녀신이시여, 우리가 찾았습니다!"
The tomb in all its glory,그 웅장한 자태의 무덤을
We lost two members to traps trying to enter the room but it’s only a matter of time now,"방에 들어가려다 함정에 걸려 두 명을 잃었지만, 이제 시간문제일 뿐이다"
This is a disaster!,재앙이다!
I know there is something here - calling for us!,여기에 무언가가 있다 - 우리를 부르고 있다!
There must be some other way?,다른 방법이 분명히 있을 텐데?
Several pages are ruined from the fungal infection,몇 페이지는 곰팡이 감염으로 훼손되었습니다
to move in and out of the caves and continue excavating the Eternity Gate,동굴을 드나들며 영원의 문 발굴을 계속하기 위해
My greatest concern at this point is the rate at which we are losing crew to suicides and infection,지금 가장 큰 걱정은 자살과 감염으로 대원들을 잃는 속도다
I saw them change before my very eyes!,그들이 눈앞에서 변하는 것을 보았다!
"Oh, blessed Maidens I may have escaped for now but I cannot escape the images that now haunt me","오, 축복받은 처녀들이여; 지금은 탈출했을지 몰라도, 나를 괴롭히는 그 환영들로부터는 벗어날 수 없습니다"
"What’s worse, the entire complex is somehow resealing itself and I’m trapped between the false tomb and the surface level","설상가상으로, 시설 전체가 어떻게든 다시 봉인되고 있어 나는 가짜 무덤과 지표면 사이에 갇혀버렸다"
I can only pray someone is left alive topside to open the gate,지상에 누군가 살아남아 문을 열어주기만을 기도할 뿐이다
This one was found on a corpse in the catacombs,이것은 지하 묘지의 시체에서 발견되었습니다
They’ve found the secret passage to some kind of cave below the false tomb,가짜 무덤 아래 어떤 동굴로 이어지는 비밀 통로를 찾았다고 한다
Something far older than the Priory itself,수도원보다 훨씬 더 오래된 무언가
Older than the Empire even is the talk around camp,"제국보다 더 오래되었다는 이야기가 캠프에 돌고 있다"
I just wish my insides didn’t hurt as much,속이 이렇게 아프지만 않았으면 좋겠다
They’re sending me down with the next shipment of tools,다음 공구 운송 때 나를 내려보낸다고 한다
That means passing the ‘night-maze’,"'밤의 미로'를 지나야 한다는 뜻이다"
They say it can’t be lit even by magical lighting,"마법 조명으로도 밝힐 수 없다고 한다"
I hate the dark,어둠이 정말 싫다
Apparently it’s easy enough to navigate if you know how,"방법만 알면 길 찾기는 꽤 쉽다고 한다"
South until you hit the first wall and then west until wall - north until wall - west until wall - north until wall - west until wall - then north and you’re there,"남쪽으로 첫 번째 벽에 닿을 때까지; 그다음 서쪽으로 벽까지; 북쪽으로 벽까지; 서쪽으로 벽까지; 북쪽으로 벽까지; 서쪽으로 벽까지 - 그리고 북쪽으로 가면 도착이다"
I went all the way to the sanctum this time,이번엔 성소까지 쭉 들어갔다
By the Golden how I wish I had not,"황금의 신이시여, 그러지 말았어야 했는데"
How can such a thing be?,어떻게 그런 게 있을 수 있지?
The writing becomes rushed,글씨가 급하게 휘갈겨져 있습니다
Hear screams below,아래에서 비명 소리가 들린다
Something is wrong,뭔가 잘못됐다
Save us!,살려줘!
#Clothing,#의복
Clothing,의복
Apron,앞치마
Dress,드레스
Commoner's Garb,평민 의복
Rough but functional woolen clothing that serves the hard-working commoners of the empire well,거칠지만 실용적인 양모 옷으로 제국의 근면한 평민들이 즐겨 입습니다
Bravo's Outfit,무법자 의상
Checkered Tunic,체크무늬 튜닉
Doublet,더블릿
Noble's Outfit,귀족 의상
Pants,바지
Rags,누더기
Ranger's Outfit,순찰자 의상
Robes,로브
Flashy Shirt,화려한 셔츠
Short Pants,반바지
Comfortable Outfit,편안한 의상
Tabard,휘장
Toga,토가
Traveler's Garb,여행자 의복
Rough but functional woolen clothing,거칠지만 실용적인 양모 옷입니다
Well suited for travel and adventuring if you can learn to live with the itching,가려움만 참을 수 있다면 여행과 모험에 아주 적합합니다
Tribal Sash,부족 허리띠
Furs,털가죽
#Consumeables,#소모품
Consume,섭취
Consumable,소모품
Brandy,브랜디
A bottle of strong Gorremian brandy,독한 고레미아산 브랜디 한 병입니다
The tired old mercenary's best friend,지친 늙은 용병의 가장 좋은 친구죠
Potion of Cure Disease,질병 치료 물약
Potion of Cure Poison,해독 물약
Firgol Cider,피르골 사과주
"Sparkling and sweet, this cider comes from the slow-growing orchards of Firgol","톡 쏘고 달콤한 이 사과주는 피르골의 천천히 자라는 과수원에서 생산됩니다"
Many claim it’s the best in all of the Northern Empire whilst a handful of bad apples will complain it’s too sweet,"많은 이들이 북부 제국 최고라고 칭송하지만, 몇몇 불평분자들은 너무 달다고 불평하기도 합니다"
Potion of Greater Restoration,상급 회복 물약
Greater Tonic of Vitality,상급 활력 강장제
Lesser Tonic of Vitality,하급 활력 강장제
Moderate Tonic of Vitality,중급 활력 강장제
Potion of Acid Immunity,산성 면역 물약
Potion of Electric Immunity,전기 면역 물약
Potion of Fire Immunity,화염 면역 물약
Potion of Panic Immunity,공황 면역 물약
Greater Attunement Tonic,상급 마력 조율 강장제
Lesser Attunement Tonic,하급 마력 조율 강장제
Moderate Attunement Tonic,중급 마력 조율 강장제
Mead,벌꿀주
A sweet alcoholic brew made from honey,꿀로 만든 달콤한 술입니다
Widely enjoyed in all of the Northern Empire and the Outer Isles,북부 제국 전역과 외곽 제도에서 널리 즐깁니다
Potion of Agility,민첩 물약
Potion of Bless,축복 물약
Potion of Diamond Form,다이아몬드 형상 물약
Potion of Fortify Will,의지력 강화 물약
Potion of Frenzy,광란 물약
Potion of Heroism,영웅심 물약
Potion of Regeneration,재생 물약
Potion of Speed,속도 물약
Potion of Stone Skin,돌 피부 물약
Potion of Strength,힘 물약
Potion of Acid Resistance,산성 저항 물약
Potion of Electric Resistance,전기 저항 물약
Potion of Fire Resistance,화염 저항 물약
#Foods,#음식
Apple,사과
"Whilst its ability to keep the medicae away has yet to be proven, this common fruit can be found growing on trees in the summer months and is a staple in the pantry of peasants and noblemen alike","의사를 멀리하게 해 준다는 효능은 아직 입증되지 않았지만, 여름철 나무에서 열리는 이 흔한 과일은 농민과 귀족 모두의 식료품 저장고에 있는 주식입니다"
Bacon,베이컨
There is truly no better way to start the day than with a fresh chunk of this salted pork,이 소금에 절인 돼지고기 한 조각으로 하루를 시작하는 것보다 더 좋은 방법은 없습니다
Dark Bread,검은 빵
A piece of the traditional dark and heavy full-grain bread that is eaten throughout the region by farmers and laborers,이 지역 농부와 노동자들이 즐겨 먹는 전통적인 검고 묵직한 통곡물 빵 한 조각입니다
Butter,버터
"Due to its affordability, the rich and creamy, salted butter from Heartlander cows is a popular source of nourishment amongst the lower classes of the Empire","저렴한 가격 덕분에, 하트랜드 젖소의 풍부하고 크리미한 가염 버터는 제국 하층민들에게 인기 있는 영양 공급원입니다"
There’s nothing butter,버터보다 더 좋은 건 없죠
Carrot,당근
"Abundant and healthy, carrots are a staple in the soups and stews of the north","풍부하고 건강에 좋은 당근은 북부의 다양한 수프와 스튜에 들어가는 주재료입니다"
"Also, Hospitallers claim they improve your night-sight","또한, 구호 기사들은 당근이 야간 시력을 향상시킨다고 주장합니다"
Cheddar,체다 치즈
"Made from cow's milk, this cheese is common and beloved throughout the Imperial heartlands","우유로 만든 이 치즈는 제국 심장부 전역에서 흔하게 볼 수 있으며 사랑받는 식품입니다"
Perfect for eating with bread and ham,빵이나 햄과 함께 먹기에 완벽합니다
Sheep's Milk Cheese,양젖 치즈
As inexpensive and filling as it is smelly,냄새만큼이나 저렴하고 배를 채우기 좋습니다
Sheep's milk cheese is a staple in the northern Hinterlands,양젖 치즈는 북부 내륙 지방의 주식입니다
Crab,게
"Many of the Empire’s citizens will pay a pretty penny to get their hands on this soft, sweet meat","제국의 많은 시민들은 이 부드럽고 달콤한 살을 맛보기 위해 꽤 많은 돈을 지불할 것입니다"
"Boiled in salted water and served on white bread with melted butter and squeezed lemon, crab-meat is truly a feast","소금물에 삶아 녹인 버터와 레몬즙을 곁들여 흰 빵 위에 얹어 먹는 게살은 그야말로 별미입니다"
Cream,크림
Rich and creamy,풍부하고 크리미합니다
Don’t let the cat have it,고양이에게 주지 마세요
Dried Meat,말린 고기
"A favorite amongst adventures, this smoky, preserved meat can last longer than most people’s lives","모험가들이 가장 좋아하는 이 훈제 보존육은 웬만한 사람의 수명보다 더 오래갑니다"
Eel,장어
"Due to their abundance in both rivers and oceans, eels are one of the most popular seafoods in the Empire","강과 바다 모두에서 풍부하게 잡히기 때문에, 장어는 제국에서 가장 인기 있는 해산물 중 하나입니다"
"So popular, in fact, that some citizens have even been known to accept them as payment","실제로 인기가 너무 좋아 일부 시민들은 대금으로 받기도 한다고 알려져 있습니다"
Eggs,달걀
Don't put them all in one basket,한 바구니에 다 담지 마세요
Perklin,퍼클린
The humble perklin makes up for its meager size with its abundance,소박한 작은 물고기인 퍼클린은 그 빈약한 크기를 엄청난 숫자로 만회합니다
It's often perserved with salt and eaten year round,종종 소금에 절여 일 년 내내 먹습니다
The smell is an acquired taste,냄새에 익숙해지는 데는 시간이 좀 걸립니다
Redman,레드맨
The tongue and eyes of the redman swells grotesquely once it's pulled from the depth in which it dwells,심해에 사는 레드맨은 물 밖으로 끌려 나오면 혀와 눈이 기괴하게 부풀어 오릅니다
"Despite its apperance, however, its flesh is considered a delicacy when served baked with lemons and vegetables","하지만 그 외관에도 불구하고, 레몬과 야채를 곁들여 구워내면 그 살코기는 별미로 여겨집니다"
Steel-Fin,강철 지느러미
Dead fish eyes stare up at you,죽은 물고기의 눈이 당신을 올려다봅니다
Steel-Fin is a staple on dinner tables throughout the Outer Isles,강철 지느러미는 외곽 제도 전역의 저녁 식탁에 오르는 주식입니다
It's commonly eaten in hearthy stews with vegetables,보통 야채와 함께 든든한 스튜로 만들어 먹습니다
Flour,밀가루
One of the greatest of the Gallian Miracles was the turning of deserts into the great rolling wheat fields that now constitute a large portion of the Heartland,갈리아의 가장 위대한 기적 중 하나는 사막을 현재 심장부의 대부분을 차지하는 광활한 밀밭으로 바꾼 것입니다
From these flows countless tons of grain and rich white flour,이곳에서 수많은 톤의 곡물과 풍부한 흰 밀가루가 쏟아져 나옵니다
Garlic,마늘
"Pungent and full of flavor, this herb is most frequently used to enhance a variety of meals","톡 쏘는 맛과 풍미가 가득한 이 허브는 다양한 요리의 맛을 돋우는 데 가장 자주 사용됩니다"
Cured Ham,숙성 햄
"Tender, savory and long lasting","부드럽고 짭짤하며 오래 보관할 수 있습니다"
Cured ham is found in the cellar of every well-to-do merchant and petty noble in the Empire,숙성 햄은 제국의 부유한 상인이나 하급 귀족들의 지하 저장고라면 어디서든 볼 수 있습니다
Honey,꿀
"Sticky and sweet, this ingredient is often used by cooks to sweeten or preserve food, and is a staple in every mead-makers arsenal","끈적하고 달콤한 이 재료는 요리사들이 음식의 단맛을 내거나 보존할 때 자주 사용하며, 모든 벌꿀주 양조업자의 필수품입니다"
It is even said to have curative properties when applied to infected wounds,감염된 상처에 바르면 치료 효과가 있다는 말도 있습니다
Leeks,대파
"Beyond just the taste, leeks go a long way towards adding some color to the drab cuisine of the poor","단순한 맛을 넘어, 대파는 가난한 이들의 칙칙한 요리에 색을 더하는 데 큰 역할을 합니다"
Lemons,레몬
"In the north, lemons are almost exclusively found on ships where they serve to protect the sailors from the terrible scurvy that prolonged idleness and sexual abstinence is known to cause","북부에서 레몬은 거의 전적으로 배 위에서만 볼 수 있는데, 오랜 나태함과 금욕이 유발한다고 알려진 끔찍한 괴혈병으로부터 선원들을 보호하는 역할을 합니다. 항해와 너무나 밀접한 관련이 있어, 레몬을 운송하는 제국의 선원들은 ""레몬 먹는 놈들(lemon-eaters)"" 또는 줄여서 ""리모니(limony)""라고 불리며, 더 나아가 모든 뱃사람을 지칭하기도 합니다"
Baked Crab,구운 게
The crab flesh is coated in spiced butter before baking in the oven to perfection,게살에 양념 버터를 바른 뒤 오븐에서 완벽하게 구워냈습니다
Baked Mushrooms,구운 버섯
The nutty flavor of the wyrdloaf mixes wonderfully with the aromas of garlic to produce a meal fit for an emperor,위드로프(Wyrdloaf) 버섯의 고소한 맛이 마늘 향과 어우러져 황제에게 어울릴 만한 요리를 만들어냅니다
Baked Onions,구운 양파
"Onions are easily grow, keep for long and go a long ways towards covering up the taste of half-spoiled fish or meat","양파는 기르기 쉽고 오래 보관할 수 있으며, 반쯤 상한 생선이나 고기의 맛을 가리는 데 아주 유용합니다"
Baked Oysters,구운 굴
Tender oysters coated in bread-crumbs and baked until just right,부드러운 굴에 빵가루를 입혀 알맞게 구워냈습니다
You just hope the oysters were fresh,굴이 신선했기를 바랄 뿐입니다
Baked Potato,구운 감자
It is said that potatoes alone can nourish a man's body indefinitely,감자 하나만으로도 사람의 몸을 영원히 지탱할 수 있다고 합니다
The same cannot be said for his soul,영혼에 대해서는 장담할 수 없지만요
Beef Stew,소고기 스튜
"A thick, hearty stew of beef cooked in rich, Ombarian wine","진한 옴바리아산 와인으로 조리한 걸쭉하고 든든한 소고기 스튜입니다"
Cheese Plate,치즈 접시
"Ah, the understated elegance of a cheese and fruit plate","아, 치즈와 과일 접시의 절제된 우아함이란"
Eggs and Bacon,베이컨과 달걀
The breakfast of titans,거인들의 아침 식사입니다
Baked Fish,생선 구이
"A delicious-looking plate of baked, white fish on a bed of vegetables seasoned with freshly squeezed lemon","갓 짠 레몬으로 맛을 낸 야채 위에 올려진 먹음직스러운 흰 살 생선 구이입니다"
Salted Fish,절인 생선
The fisherman's best friend,어부의 가장 좋은 친구죠
Preferably eaten with a mug of ale on the side,에일 한 잔을 곁들여 먹는 것이 가장 좋습니다
Fish Stew,생선 스튜
A steaming bowl of fish and vegetable stew,김이 모락모락 나는 생선 야채 스튜 한 그릇입니다
This type of dish is eaten more or less daily by the coast-dwellers of the north,이런 종류의 요리는 북부 해안 거주민들이 거의 매일 먹는 음식입니다
It could do with some salt,소금과 레몬즙이 좀 더 필요할 것 같군요
Grilled Leeks,구운 대파
Mashed Potatoes,으깬 감자
Just the way mothers all over the Empire would make it!,제국 전역의 어머니들이 만들어 주던 바로 그 맛입니다!
Meat Skewers,고기 꼬치
Richly spiced meat roasted on skewers,꼬치에 끼워 구운 풍부한 향신료 맛의 고기입니다
A popular dish that the Empire imported from its overseas colonies,제국이 해외 식민지에서 들여온 인기 요리입니다
Farmer's Omelette,농부의 오믈렛
"A nice farmer's omelette brings to mind the simple comforts of a quaint, rural life","맛있는 농부의 오믈렛은 소박한 시골 생활의 소소한 편안함을 떠올리게 합니다"
Mushroom Omelette,버섯 오믈렛
The mushroom omelette tastes of the forest,버섯 오믈렛에서는 숲의 맛이 납니다
Apple Pie,애플파이
Sweet and comforting,"달콤하고 약간 새콤하지만, 마음을 편안하게 해 줍니다"
Pumpkin Pie,호박 파이
Nothing says autumn like a nice old slice of pumpkin pie,호박 파이 한 조각만큼 가을을 잘 표현하는 것도 없죠
Roasted Eel,장어 구이
Crispy skin and tender meat,껍질은 바삭하고 속살은 부드럽습니다
The roasted eel is seasoned with garlic and served with potato chips,장어 구이는 마늘로 양념하고 두툼하게 썬 감자튀김과 함께 제공됩니다
Cheese Sandwich,치즈 샌드위치
"For a few short moments, whilst eating a melted cheese sandwich, all is well in the world","녹은 치즈 샌드위치를 먹는 짧은 순간만큼은, 세상 모든 것이 평화롭습니다"
Mushroom Soup,버섯 수프
Fried Steak,스테이크 튀김
A meal to put hair on your chest!,남자다운 힘이 솟아나게 하는 식사입니다!
Vegetable Soup,야채 수프
"A farmer’s feast, often eaten in the fall when root vegetables are abundant","뿌리채소가 풍성한 가을철에 자주 먹는 농부들의 만찬입니다"
Morel,곰보버섯
Morels are mushrooms that make for excellent eating,곰보버섯은 식용으로 아주 훌륭한 버섯입니다
Penny Buns,그물버섯
Penny Buns are mushrooms that make for excellent eating,그물버섯은 식용으로 아주 훌륭한 버섯입니다
Wyrdloaf,위드로프
Wyrdloaf are mushrooms that make for excellent eating,위드로프는 식용으로 아주 훌륭한 버섯입니다
Nuts,견과류
"Often added to meat dishes to boost nutrition, these tasty treats can be found growing on various trees and bushes throughout the Empire","고기 요리의 영양가를 높이기 위해 자주 첨가되는 이 맛있는 간식은 제국 전역의 다양한 나무와 덤불에서 자라는 것을 볼 수 있습니다"
Onions,양파
Oysters,굴
This earthy flavored molluscs has been known to increase a person’s desire and sexual stamina,이 흙내음 나는 연체동물은 사람의 욕망과 정력을 증진시킨다고 알려져 있습니다
No wonder then that the courtiers and lay nobility of the Heartlands gorge themselves on this delicacy,"심장부의 궁정인들과 평신도 귀족들이 이 진미를 탐식하는 것도 무리가 아닙니다"
Just remember to smell them before you eat them,먹기 전에 냄새를 맡아보는 것만 잊지 마세요
Pear,배
"A freshly picked, juicy pear","갓 딴 과즙이 풍부한 배입니다. 다양한 풍미를 가진 여러 종류가 있는 다재다능한 과일이죠. 나무에서 바로 따 먹거나, 파이나 크럼블로 굽거나, 크림을 곁들여 풀(fool)을 만들거나, 가장 좋기로는 브랜디를 담가 드세요"
"Eat it fresh, bake it in a pie or make brandy from it!","목재 자체는 악기 제작자들에게 그 특성을 인정받아 귀하게 여겨지며, 배 과수원이 있는 마을의 선술집에서 이들이 연주하는 모습을 종종 볼 수 있습니다"
Potatoes,감자
Pumpkin,호박
A bit watery and tasteless but might work well in a soup or a pie,"약간 물기가 많고 맛이 밍밍하지만, 수프나 파이에는 잘 어울릴지도 모릅니다"
Ration,전투 식량
"A trail ration of dried meats, fruits and grains","말린 고기, 과일, 곡물로 구성된 여행용 식량입니다"
As sure to filling as it is boring,지루한 맛만큼이나 배는 확실히 채워줍니다
Salt,소금
An empire runs on salt,제국은 소금으로 돌아갑니다
"As the Gallian Empire's preservative and seasoning of choice, it is no wonder that the Salt Merchant's Guild is both rich and very powerful","갈리아 제국이 선택한 보존제이자 조미료인 만큼, 소금 상인 길드가 부유하고 막강한 권력을 가진 것은 놀라운 일이 아닙니다"
Snails,달팽이
"Despite their slimy appearance, these small creatures are a delicacy amongst nobles and commoners alike and are often eaten with garlic butter or as part of hearty casseroles","끈적거리는 외형에도 불구하고, 이 작은 생물들은 귀족과 평민 모두에게 진미로 여겨지며 종종 마늘 버터와 함께 먹거나 푸짐한 캐서롤의 재료로 쓰입니다"
Spices,향신료
"Imported from far away lands at great cost and risk, spices are worth their weight in gold","엄청난 비용과 위험을 감수하고 먼 나라에서 수입되는 향신료는 금과 같은 가치를 지닙니다"
"Aromatic and delicious, they are a precious commodity used by the upper classes to enhance their meals","향긋하고 맛있는 향신료는 상류층이 식사의 풍미를 높이는 데 사용하는 귀중한 상품입니다"
Squid,오징어
"If they’re not filling the bellies of the upper-class, these slippery sea-creatures are being harvested for their ebony coloured ink","상류층의 배를 채우는 용도가 아니라면, 이 미끄러운 바다 생물들은 칠흑 같은 먹물을 얻기 위해 수확되고 있을 것입니다"
Sugar,설탕
"Due to its rarity, this sweet ingredient is usually only found in the kitchens of noble and middle-class households where it is typically used to make glorious pastries and confections","정제 과정에 많은 비용과 노력이 들기 때문에 고운 설탕은 희귀하며, 그 달콤함은 귀족과 중산층 가정의 부엌에서만 맛볼 수 있습니다. 주로 화려한 페이스트리와 과자를 만드는 재료로 사용됩니다"
Beef,소고기
"A favorite on many a noble’s table, this thick cut of meat is as rich in iron as it is in flavor","많은 귀족의 식탁에서 사랑받는 이 두툼한 고기는 풍미만큼이나 철분도 풍부합니다"
Warberries,전쟁열매
Rich harvests from the warberry bush is said to portend war,전쟁열매 덤불이 풍작을 이루면 전쟁이 일어날 징조라고 합니다
These tart berries are often used to make jams or other preserves in case food should become scarce,이 시큼한 열매는 식량이 부족해질 경우를 대비해 잼이나 다른 보존 식품을 만드는 데 자주 사용됩니다
Ombarian Wine,옴바리아 와인
Fine wine imported from the vinyards of the Ombaria,옴바리아의 포도원에서 수입한 고급 와인입니다
Rumors abound of grape harvests failing due to drought in the Heartlands and wine is currently hard to come by,"심장부의 가뭄으로 포도 수확이 망했다는 소문이 무성하여, 현재 와인을 구하기가 어렵습니다"
#Gems,#보석
Amethyst,자수정
"A common variety of quartz often believed to offer enlightenment, this gemstone is often found in the mountains of Gorremia","깨달음을 준다고 믿어지는 흔한 석영의 일종인 이 보석은 고레미아 산맥에서 자주 발견됩니다"
Archon's Eye,아콘의 눈
A common gemstone across the Empire,제국 전역에서 흔히 볼 수 있는 보석입니다
Crones will tell you it protects the user from bad luck,노파들은 이 보석이 불운을 막아준다고 말할 것입니다
Diamond,다이아몬드
The “Empress” of gemstones,보석의 ""여제""입니다
Emerald,에메랄드
A highly coveted semi-precious stone often worn by members of the lay-nobility,평신도 귀족들이 즐겨 착용하는 매우 탐나는 준보석입니다
Moonstone,월석
"This adularescent gem is believed by some to have fallen from the moon itself, but its low cost suggests otherwise","이 아듈러레센스(광학 효과)를 지닌 보석은 달에서 떨어졌다고 믿어지기도 하지만, 저렴한 가격을 보면 그렇지 않은 것 같습니다"
Opal,오팔
This semi-precious stone is found in far Arassha and is often inset in items of power,이 준보석은 먼 아라샤에서 발견되며 종종 힘이 깃든 물건에 박혀 있습니다
Painite,페인나이트
"A rare mineral often misidentified as a ruby, this gemstone is often called “The Jewler’s Best Friend","루비로 오해받곤 하는 희귀 광물인 이 보석은 종종 ""보석상의 가장 친한 친구""라고 불립니다"
Pearl,진주
"A spherical stone, typically white or bluish-gray, the pearl is a favorite of rich sea-merchants","보통 흰색이나 청회색을 띠는 구형의 진주는 부유한 해상 상인들이 가장 좋아하는 보석입니다"
Red Beryl,레드 베릴
An extremely rare and coveted gemstone that can sometimes be found inset in the regalia of the Empire’s most powerful,매우 희귀하고 탐나는 보석으로, 간혹 제국 최고 권력자들의 예복에 장식된 것을 볼 수 있습니다
Ruby,루비
"A coveted, durable gemstone often worn by Magi of high rank","고위 마법사들이 자주 착용하는 탐나고 내구성이 강한 보석입니다"
Topaz,토파즈
Topaz is commonly traded by Ombarian merchants,토파즈는 옴바리아 상인들에 의해 널리 거래됩니다
"Usually light blue in color, the gem can be traded at a low cost","보통 연한 푸른색을 띠며, 저렴한 가격에 거래될 수 있습니다"
#Idle Items,#대기 아이템
Banner,깃발
Helbard,미늘창
Pitchfork,쇠스랑
Rake,갈퀴
Scythe,낫
Spear,창
#Jewelry,#장신구
Amulet of Perfect Health,완벽한 건강의 부적
Grants the wearer immunity to Disease,착용자에게 질병 면역을 부여합니다
The Lunar Ring,월광의 반지
The Lunar Ring increases the radius of Aura spells by,월광의 반지는 오라 주문의 반경을 다음만큼 증가시킵니다:
Skull Necklace,해골 목걸이
An exquisitely crafted necklace that could be quite valuable,꽤 가치가 나갈 듯한 정교하게 세공된 목걸이입니다
Diamond Necklace,다이아몬드 목걸이
Firegold Necklace,파이어골드 목걸이
Coral Necklace,산호 목걸이
Pagan Necklace,이교도 목걸이
Beryl Necklace,베릴 목걸이
Garnet Necklace,가넷 목걸이
Profane Necklace,불경한 목걸이
Arcane Necklace,비전 목걸이
Ancient Necklace,고대 목걸이
Brass Necklace,황동 목걸이
A necklace that can be sold for a few coins,동전 몇 닢에 팔 수 있는 목걸이입니다
Opal Necklace,오팔 목걸이
A necklace that will fetch a nice price,꽤 좋은 가격을 받을 수 있는 목걸이입니다
Silver Necklace,은 목걸이
Gold Necklace,금 목걸이
Copper Necklace,구리 목걸이
Copper Locket,구리 로켓
Jade Necklace,옥 목걸이
Ruby Necklace,루비 목걸이
Ancient Gold Necklace,고대 금 목걸이
Ancient Jade Necklace,고대 옥 목걸이
The Guarded Heart,수호받는 심장
A beautifully crafted golden ring with a heart carved into it,"심장이 새겨진 아름답게 세공된 찬란하고 순수한 은반지입니다"
The wearer of this ring will find their resolve strengthened,이 반지의 착용자는 결의가 강해지는 것을 느낄 것입니다
Adds +1 to Will,의지력 +1 추가
Skull Ring,해골 반지
An exquisitely crafted ring that could be quite valuable,꽤 가치가 나갈 듯한 정교하게 세공된 반지입니다
Topaz Ring,토파즈 반지
Lapis Ring,청금석 반지
Frater's Ring,수사의 반지
Sepulchite's Ring,세풀카이트의 반지
Flowgold Ring,플로우골드 반지
Wavestrider Ring,파도타기 반지
Tempest Ring,폭풍 반지
Lupercal Ring,루페르칼 반지
Arboreal Ring,수목의 반지
Primordial Ring,태초의 반지
Ruby Ring,루비 반지
Genesis Ring,기원의 반지
Fire Opal Ring,파이어 오팔 반지
Emerald Ring,에메랄드 반지
Amethyst Ring,자수정 반지
Serpent Ring,뱀 반지
Aquamarine Ring,아쿠아마린 반지
Sunstone Ring,일광석 반지
Green Sapphire Ring,그린 사파이어 반지
Brass Ring,황동 반지
"A modest, but well crafted ring","수수하지만, 잘 세공된 반지입니다"
Silver Ring,은반지
Gold Ring,금반지
"A modest, but well crafted golden ring","수수하지만, 잘 세공된 금반지입니다"
#Keys,#열쇠
Crypt Key,지하 묘지 열쇠
A bloodied bronze key that opens something in the crypt under the temple in Horryn,호린 사원 지하 묘지의 무언가를 여는 피 묻은 청동 열쇠입니다
Surgery Door Key,수술실 문 열쇠
"A small key that unlocks the door to the surgery on the ""Zephyr",제퍼 호 갑판 아래에 있는 수술실 문을 여는 작은 열쇠입니다
Armory Key,무기고 열쇠
A key that was discovered inside the keep in Horryn,호린의 성채 내부에서 발견된 열쇠입니다
Black Key,검은 열쇠
A large black key that unlocks something inside the Black Priory,검은 수도원 내부의 무언가를 여는 커다란 검은 열쇠입니다
Smugglers Key,밀수업자의 열쇠
A large rusty key that seems like it would open a chest or some other container,상자나 다른 보관함을 열 수 있을 것 같은 커다란 녹슨 열쇠입니다
You found it on a drowned corpse beneath the lighthouse,등대 아래 익사체에서 발견했습니다
#Melee Weapons,#근접 무기
Light Blade,소형 검
Medium Blade,중형 검
Heavy Blade,대형 검
Masterwork Dagger,명품 단검
Broadsword,브로드소드
Fine Broadsword,고급 브로드소드
Masterwork Broadsword,명품 브로드소드
Crude Broadsword,조잡한 브로드소드
Light Club,가벼운 곤봉
Fine Club,고급 곤봉
Masterwork Club,명품 곤봉
Crude Club,조잡한 곤봉
Cutlass,커틀러스
A cutlass is a curved sword favored by sailors and swordsmen of Yom-Baria,커틀러스는 욤-바리아의 선원들과 검사들이 선호하는 곡도입니다
Fine Cutlass,고급 커틀러스
Masterwork Cutlass,명품 커틀러스
Crude Cutlass,조잡한 커틀러스
Dagger,단검
Ancient Dagger,고대 단검
"An ancient dagger, carved from a strange greenish stone","기이한 녹색 돌을 깎아 만든 고대 단검입니다"
It looks almost ritual and you suspect it might be of some value to someone with the right interest,거의 의식용처럼 보이며 관심 있는 사람에게는 가치가 있을지도 모릅니다
Fine Dagger,고급 단검
Crude Dagger,조잡한 단검
The Sparrowhawk,새매
A legendary rapier of unrivaled quality,타의 추종을 불허하는 품질의 전설적인 레이피어입니다
It also adds +2 to the wielder’s initiative,착용자의 주도권을 +2 증가시킵니다
Greataxe,그레이트액스
Fine Greataxe,고급 그레이트액스
Masterwork Greataxe,명품 그레이트액스
Crude Greataxe,조잡한 그레이트액스
Greathammer,그레이트해머
Fine Greathammer,고급 그레이트해머
Masterwork Greathammer,명품 그레이트해머
Crude Greathammer,조잡한 그레이트해머
Handaxe,손도끼
Fine Handaxe,고급 손도끼
