original,translate
Pick 1 new Earth Magic School 2 spell to learn,Pick ONE new Earth Magic School 2 spell to learn
Pick 2 new Earth Magic School 2 spells to learn,Pick TWO new Earth Magic School 2 spells to learn
Pick 1 new Earth Magic School 3 spell to learn,Pick ONE new Earth Magic School 3 spell to learn
Pick 2 new Earth Magic School 3 spells to learn,Pick TWO new Earth Magic School 3 spells to learn
Pick 1 new Earth Magic School 4 spell to learn,Pick ONE new Earth Magic School 4 spell to learn
Pick 2 new Earth Magic School 4 spells to learn,Pick TWO new Earth Magic School 4 spells to learn
Pick 1 new Fire Magic School 1 spell to learn,Pick ONE new Fire Magic School 1 spell to learn
Pick 2 new Fire Magic School 1 spells to learn,Pick TWO new Fire Magic School 1 spells to learn
Pick 1 new Fire Magic School 2 spell to learn,Pick ONE new Fire Magic School 2 spell to learn
Pick 2 new Fire Magic School 2 spells to learn,Pick TWO new Fire Magic School 2 spells to learn
Pick 1 new Fire Magic School 3 spell to learn,Pick ONE new Fire Magic School 3 spell to learn
Pick 2 new Fire Magic School 3 spells to learn,Pick TWO new Fire Magic School 3 spells to learn
Pick 1 new Fire Magic School 4 spell to learn,Pick ONE new Fire Magic School 4 spell to learn
Pick 2 new Fire Magic School 4 spells to learn,Pick TWO new Fire Magic School 4 spells to learn
#Console,#Console
Press TAB to exit or ESC to clear console,Press TAB to exit or ESC to clear console
Some helpful commands,Some helpful commands
heals the party fully - adds 1000 gold. - Wins any combat,heals the party fully. - adds 1000 gold. - Wins any combat
#Vendor UI,#Vendor UI
Buy,Buy
Steal,Steal
Vendor wants,Vendor wants
Sell mult,Sell mult
Buy mult,Buy mult
Suspicion,Suspicion!
Restocks in 5 days,Restocks in five days
Restocks in 4 days,Restocks in four days
Restocks in 3 days,Restocks in three days
Restocks in 2 days,Restocks in two days
Restocks in 1 days,Restocks in one day
Sell,Sell one
Sell Stack,Sell Entire Stack
Vendor will pay you,Vendor will give you
for this,for this
Sold for,Sold for
Sold {ITEM},Sold {ITEM}
This item cannot be used like this,This item cannot be used like this
This item can't be traded,This item can't be traded
This item cannot be sold,This item cannot be sold
This merchant will not buy stolen goods,This merchant will not buy stolen goods
This item is not for sale,This item is not for sale
"Gold, equipped items and quest items cannot be traded","Gold, equipped items, and quest items cannot be traded"
Purchased {ITEM},Purchased {ITEM}
You cannot afford this item,"You cannot afford this item, gold stocks are too low"
Trying to steal {ITEM} from merchant,Trying to steal {ITEM} from merchant
{PLAYER} stole {ITEM},{PLAYER} successfully stole {ITEM}
Vendor's Suspicion increased by,Vendor's Suspicion rose by
Failed to steal item!,Failure! The merchant caught you.
This merchant no longer trusts you and refuses to trade,"After your failed attempt, the merchant considers you distrustful, and refuses your offer to trade"
Try again later,"You will have to return later if you wish to trade once more, after matters have settled down"
Vendor cannot afford this item,Vendor cannot afford this item
Gold remaining - Item is worth,Gold remaining - Item is worth
#Combat stuff,#Combat stuff
Select a Spell to cast,Select a Spell to cast
Select Ability!,Select Ability!
Targets all allies,Targets all allies
Click anywhere to use ability!,Click anywhere to use ability!
Select a target for your Ability!,Select a target for your Ability!
Select a target to use ability!,Select a target to use ability!
Select a target for your SPELL!,Select a target for your SPELL!
Backstab!,Backstab!
Critical Backstab!!!,Critical Backstab!!!
Targets all enemies,Targets all enemies
Targets all allies,Targets all allies
Click anywhere to use ability!,Click anywhere to use ability!
Select a target for your Maneuver!,Select a target for your Manoeuvre!
Characters cannot hold actions once they have begun acting,Characters cannot hold actions once they have begun acting
#Ending Cutscene,#Ending Cutscene
was a year of little note for the Empire,was a year of little note for the Empire
Peace and stability reigned,Peace and stability reigned
With one exception,With one exception
The Outer Isles were lost,The Outer Isles were lost
The event is extensively documented,The event is extensively documented
The catastrophe was wholly natural albeit tragic,"The catastrophe was wholly natural, albeit tragic"
The volcano Kataban awoke after millennia of dormancy,The volcano Kataban awoke after millennia of dormancy
It is written that the plume of smoke could be seen from the mainland,"It is written that, “the plume of smoke could be seen from the mainland…”"
But there were other rumors as well,But there were other rumours as well
Sailors claim they saw a new star in the sky the night of Karaban’s eruption,Sailors claim they saw a new star in the sky the night of Karaban’s eruption
Such rumors are naught but lies,Such rumours are naught but lies
#Ending Screen,#Ending Screen
"Let it be known that after much toil and hardship, {PLAYER} joins the illustrious ranks of the most holy order of the Persevering Blade","Let it be known that after much toil and hardship, {PLAYER} joins the illustrious ranks of the most holy order of the Persevering Blade"
To be one of us is to have spat in the face of Death and Despair,To be one of us is to have spat in the face of Death and Despair
It is to be one who forges ahead where lesser souls stand trembling,It is to be one who forges ahead where lesser souls stand trembling
"Now, onward to glory!","Now, onward to glory!"
You completed the game as a level {LEVEL?} {CLASS?} in {DAYS?} days,You completed the game as a level {LEVEL?} {CLASS?} in {DAYS?} days
Report thine feat on Twitter to (a)SkaldRPG!,Report thine feat on Twitter to (a)SkaldRPG!
AL,AL
