You best move on,Sera mejor que sigas adelante,
You stand before the gate to the hedge maze,Estas frente a la puerta del laberinto de setos.,
It stirs old feelings of both dread and elation,Despierta viejos sentimientos de temor y euforia.,
"The sounds and smells of the estate grounds - as they were long ago - call to you from distant memory, You feel you could easily plunge into their depths","Los sonidos y los olores de los terrenos de la finca -como eran hace mucho tiempo- te llaman desde la memoria lejana, Sientes que podrías sumergirte fácilmente en sus profundidades",
"Let yourself go, and remember",Déjate llevar y recuerda,
Which day-dream is it this time?,¿Que ensueño es esta vez?,
Are you valiantly defending me from rebels again?,¿Estás defendiéndome valientemente de los rebeldes otra vez?,
"Embla throws a pine cone at you, snapping you from your reverie","Embla te lanza una piña, sacándote de tu ensoñación.",
"She's 10 years old, and you're a year her senior",Ella tiene 10 años y tu eres un año mayor que ella.,
"Let's play hide and go seek in the maze, I'll hide!","Juguemos al escondite en el laberinto, ¡yo me esconderé!",
You faintly hear someone yell her name from the distance,Se oye débilmente que alguien grita su nombre desde la distancia.,
You better run Star-child!,"¡Sera mejor que corras, Niño Estrella!",
Only my mother ever calls me that,Solo mi madre me llama así,
"Embla says, frowning","Embla dice, frunciendo el ceño.",
Where did you hear it from?,¿Donde lo escuchaste?,
"Before you can reply, she flings another pine-cone at you and darts off into the maze","Antes de que puedas responder, ella te lanza otra piña y sale disparada hacia el laberinto.",
Give chase,Perseguir,
You hear a man's voice yell Embla's name again - much closer now,"Escuchas la voz de un hombre gritar el nombre de Embla nuevamente, mucho mas cerca ahora.",
"Either way, she's lost to you in the winding passages of the hedge maze","De cualquier manera, ella esta perdida para ti en los sinuosos pasajes del laberinto de setos.",
"Your memory tugs at you, urging you on to the center of the maze",Tu memoria te empuja hacia el centro del laberinto...,
#IntroVillaStealth,#IntroVillaStealth,
Lyra closes the doors to the dining hall,Lyra cierra las puertas del comedor.,
Let's not keep master Cato waiting,No hagamos esperar al maestro Cato,
The finality in her voice leaves no room for discussion,La finalidad de su voz no deja lugar a discusión.,
Lyra clears her throat behind you,Lyra se aclara la garganta detrás de ti.,
Not that way,De ninguna manera,
"If you don't mind, the master's office lies through here","Si no te importa, la oficina del maestro esta por aquí",
She motions to the left,Ella hace un gesto hacia la izquierda.,
Do you mind if I look around a bit?,¿Te importa si miro un poco alrededor?,
Master Cato has summoned you and I don't intend to keep him waiting,El Maestro Cato te ha convocado y no tengo intención de hacerle esperar...,
"Besides, there is no need for you to disturb the servants in their tasks","Además, no hay necesidad de molestar a los sirvientes en sus tareas.",
I'll be silent as the night!,¡Seré silencioso como la noche!,
Lyra goes still for a fraction of a second as if sensing something beyond just your perception,Lyra se queda quieta durante una fracción de segundo como si percibiera algo más allá de su percepción,
Then her eyes narrow and a mischievous smile plays across her features,Entonces sus ojos se entrecierran y una sonrisa traviesa se dibuja en sus rasgos.,
Through the dining hall lies the hearth,A través del comedor se encuentra el hogar,
A beast lurks there,Una bestia acecha allí,
I wager you cannot make your way past the servants in the dining hall and sneak up on this beast without being noticed?,¿Apuesto a que no puedes pasar junto a los sirvientes en el comedor y acercarte sigilosamente a esta bestia sin que te noten?,
What shall we wager?,¿Que apostamos?,
On second thought,Pensándolo bien,
We'll decide that once we see if you can be as quiet as you claim,Lo decidiremos una vez que veamos si puedes estar tan callado como dices.,
The dining hall and hearth lies ahead,El comedor y la chimenea se encuentran mas adelante.,
And mind your steps,Y ten cuidado donde pisas,
I'll only give you one chance!,¡Solo te daré una oportunidad!,
"And the glory shall be yours, sneak-thief!","¡Y la gloria será tuya, ladrón!",
She feigns a silent applause and leads you on your way,Ella finge un aplauso silencioso y le guía en su camino,
Lyra spins around and for a moment you fear she's going to punch you,Lyra se da la vuelta y por un momento temes que te vaya a golpear.,
Abruptly she leans in and whispers in your ear,De repente ella se inclina y te susurra al oído,
"In that case, we shall save it for when you return from your assignment","En ese caso, lo guardaremos para cuando regreses de tu misión",
Now let's go,Ahora vamos,
Lyra continues to walk in silence,Lyra sigue caminando en silencio,
"You're unsure if she heard you, but then again you get a strong feeling it's better to let the issue lay","No estás seguro de que te haya oído, pero tienes la sensación de que es mejor dejar pasar el asunto.",
Continue with your tail between your legs,Sigue con la cola entre las piernas,
Very well!,¡Muy bien!,
Lyra places a coin in her open palm,Lyra coloca una moneda en la palma abierta de su mano.,
Attempt to grab it,Intenta agarrarlo,
"Despite several attempts, you fail to snatch the coin from her","A pesar de varios intentos, no logras arrebatarle la moneda.",
You fail because you are waiting for the right moment to strike,Fracasas porque estas esperando el momento adecuado para atacar.,
"Instead, you must strike in the void between moments","En su lugar, debes golpear en el vacío entre momentos",
Ponder this,Reflexiona sobre esto,
"Now, let's go","Ahora, vamonos.",
Lyra laughs and pats Roland on the shoulder,Lyra se ríe y le da una palmadita a Roland en el hombro.,
"{PLAYER}, I present Roland Grayeye","{PLAYER}, les presento a Roland Grayeye",
A man you should pray to always fight alongside and never against,Un hombre al que debes rezar para que siempre luches a tu lado y nunca contra el.,
"Roland offers up a large, battle-worn hand and his grasp is surprisingly soft as you clasp it",Roland ofrece una mano grande y desgastada por la batalla y su agarre es sorprendentemente suave cuando la agarras.,
You realize he's making an effort not to harm you with the gesture,Te das cuenta de que está haciendo un esfuerzo por no hacerte daño con el gesto,
Good to see I'm not alone in waiting on the rich and noble,Me alegra ver que no soy el único que espera a los ricos y nobles,
His mouth contorts into something resembling a smile,Su boca se contorsiona en algo parecido a una sonrisa,
Have you been summoned as well?,¿Tú también has sido convocado?,
"You whirl around to the left, grasping instinctively at the weapon that isn't hanging by your side","Giras a la izquierda, agarrando instintivamente el arma que no cuelga de tu costado",
Blood rushes to your head and your mouth goes dry,La sangre se te sube a la cabeza y se te seca la boca,
You see nothing,No ves nada,
In the corner of your eye you register Lyra rolling her eyes,Por el rabillo del ojo ves a Lyra poniendo los ojos en blanco,
A slow rumbling laugh sounds from the opposite corner as a hulking shadow emerges,"Una lenta carcajada retumba en la esquina opuesta, mientras una sombra imponente emerge",
Don't feel bad,No te sientas mal,
"All it would have bought you, was time to see the killing blade",Lo único que habrías conseguido es tiempo para ver la espada asesina,
"You whirl around to the right, grasping instinctively at the weapon that isn't hanging by your side","Giras a la derecha, agarrando instintivamente el arma que no cuelga a tu lado",
The figure standing in the shadows behind you is laden with the promise of violence,La figura que se alza en las sombras detrás de ti está cargada con la promesa de violencia,
In the corner of your eye you register Lyra biting her lip in gleeful anticipation,Por el rabillo del ojo ves a Lyra mordiéndose el labio en alegre anticipación,
The figure's slow laugh has the texture of an avalanche as he slowly emerges from the shadows,La lenta risa de la figura tiene la textura de una avalancha mientras emerge lentamente. una avalancha mientras emerge lentamente de las sombras,
You'd be dead either way,Estarías muerto de cualquier manera,
But at least you'd get a chance to see the blade,Pero al menos tendrías la oportunidad de ver la espada,
The servant offers a startled shriek as she spots you,La sirvienta lanza un chillido de sorpresa cuando te descubre,
The plate she drops echoes through the vaulted dining hall,El plato que deja caer resuena en el comedor abovedado,
"Lyra emerges from the shadows behind you, apparently amused by your clumsiness","Lyra emerge de las sombras detrás de ti, aparentemente divertida por tu torpeza",
With feigned sadness she pats your cheek,Con fingida tristeza te acaricia la mejilla,
I had expected more from you,Esperaba más de ti,
She leads you from the dining hall back to the foyer,Te conduce desde el comedor de vuelta al vestíbulo,
The room around you lies silent and seemingly empty save the crackling of burning logs,"La habitación que os rodea permanece silenciosa y aparentemente vacía, salvo por el crepitar de los troncos encendidos",
The fire casts a dim light and dancing shadows,El fuego proyecta una luz tenue y sombras danzantes,
A single goblet stands half empty on a small table,Una sola copa se encuentra medio vacia sobre una mesa pequeña.,
Lyra's warm breath on your ear startles you as she whispers near imperceptibly,El calido aliento de Lyra en tu oido te sobresalta mientras susurra casi imperceptiblemente.,
We have walked into a trap,Hemos caído en una trampa,
The beast has laid an ambush for us,La bestia nos ha tendido una emboscada,
Can you sense him preparing to strike?,¿Puedes sentir cómo se prepara para atacar?,
Hairs stand up on your neck,Se te erizan los pelos de la nuca,
"If it is from latent danger or something else, you cannot tell","Si es por el peligro latente o por otra cosa, no puedes saberlo",
No!,¡No!,
Do not look!,No mires.,
"She whispers, louder now","Ella susurra, más fuerte ahora",
Close your eyes,Cierra los ojos,
Let your sensing be the absence of action,Deja que tu percepción sea la ausencia de acción,
Become empty for the ambience to flow into you,Vuélvete vacío para que el ambiente fluya hacia ti,
"Now, is he to our right or left side?","Ahora, ¿está a nuestra derecha o a nuestra izquierda?",
Empty your mind,Vacía tu mente,
Lyra leads you back through the dining hall,Lyra te guía de vuelta a través del comedor,
A slight sense of urgency has crept into her step,Una ligera sensación de urgencia se ha deslizado en su paso,
Follow,Sigue,
Wait!,¡Espera!,
What about the wager?,¿Qué pasa con la apuesta?,
"Roland's good eye, shifts momentarily to Lyra who interjects","El buen ojo de Roland se desvía momentáneamente hacia Lyra, que interviene",
One of my master's foremost skills is his ability to recognize and attract resourceful individuals,Una de las principales habilidades de mi maestro es su capacidad para reconocer y atraer a personas con recursos,
Roland is one such individual,Roland es una de esas personas,
"As are you, it seems","Al igual que tú, por lo que parece",
"Now, my master has waited long enough, and you two will have enough time to get to know one another later","Ahora, mi maestro ya ha esperado bastante, y vosotros dos tendréis tiempo de conoceros más tarde.",
Lyra offers a short bow to Roland who returns it in a surprisingly respectful manner,"Lyra ofrece una pequeña reverencia a Roland, que se la devuelve de forma sorprendentemente respetuosa",
We must go,Debemos irnos,
Ah,Ah,
What is a fitting prize for such a feat?,¿Cuál es el premio adecuado para semejante hazaña?,
The glory alone will suffice,Sólo la gloria bastará,
Teach me something!,¡Enséñame algo!,
A kiss?,¿Un beso?,
#IntroVillaVeteran,#IntroVillaVeteran,
"Tell me boy, what would yer father say if he knew you considered yourself the better of his old friends?","Dime muchacho, ¿qué diría tu padre si supiera que te consideras el mejor de sus viejos amigos?",
"Though his voice is full of gravel, there's now a glint in his eyes, as though the old coals have begun to warm up","Aunque su voz está llena de gravilla, ahora hay un brillo en sus ojos, como si las viejas brasas hubieran empezado a calentarse",
"Tell me girl, what would yer father say if he knew you considered yourself the better of his old friends?","Dime chica, ¿qué diría tu padre si supiera que te consideras la mejor de sus viejos amigos?",
Kydeon!?,¿Kydeon?,
Is that you?,¿Eres tú?,
I have no time for the ghosts of my father's past,No tengo tiempo para los fantasmas del pasado de mi padre,
"Say nothing, and keep walking","No digas nada, y sigue caminando",
"Disappointment clouds the man's face, and he calls after you","La decepción nubla el rostro del hombre, y te llama",
"Very well, I suppose you're no longer the lad I remember","Muy bien, supongo que ya no eres el muchacho que recuerdo",
Lyra awaits at the main entrance,Lyra te espera en la entrada principal,
"She'll take you to the Master, for better or worse","Ella te llevará con el Maestro, para bien o para mal",
Kydeon smiles sadly,Kydeon sonríe tristemente,
An old soldier's greeting,El saludo de un viejo soldado,
Something one mercenary would say to another as a prayer to not dwell on painful memories,Algo que un mercenario le diría a otro como plegaria para no detenerse en recuerdos dolorosos,
The kind that comes with the work,De los que vienen con el trabajo,
Your father and I,Tu padre y yo,
Kydeon halts momentarily and looks at you,Kydeon se detiene momentáneamente y te mira,
Your father and I would always part with those words,Tu padre y yo siempre nos separaríamos con esas palabras,
"Now, I've held you long enough","Ahora, te he retenido lo suficiente",
"If it's the hedge maze you mean, just head west and then north","Si te refieres al laberinto de setos, dirígete al oeste y luego al norte",
Then again you must have known that?,Pero eso ya lo sabías.,
Had to drag you out o' there enough times,Tuve que sacarte a rastras de allí bastantes veces,
I won't betray my Master's confidence by saying more,No traicionaré la confianza de mi Maestro diciendo más,
Best you see him yourself,Mejor que lo veas tú mismo,
The man offers a smile but it fails to iron out the concerned creases around his eyes,"El hombre ofrece una sonrisa, pero no logra disimular las arrugas de preocupación alrededor de sus ojos",
I'll go look for the Master-at-Arms,Iré a buscar al Maestro de Armas,
Never could pull the wool over your eyes,Nunca pude engañarte,
"Truth is, many a day's been dark of late for House Berryn","La verdad es que.., muchos días han sido oscuros últimamente para la Casa Berryn",
Perhaps it all started when you and your father left,Tal vez todo empezó cuando tú y tu padre os marchasteis,
A guilty grimace flashes across his face,Una mueca de culpabilidad se dibuja en su rostro,
Or maybe it started even earlier,O tal vez empezó incluso antes,
Kydeon pauses to blow out a long breath,Kydeon hace una pausa para exhalar un largo suspiro,
I'll go to the Master-at-Arms,Iré a buscar al Maestro de Armas,
A single bark of laughter emanates from the dense beard as he embraces you in a crushing bear-hug,Un solo ladrido de risa emana de la densa barba mientras te abraza en un aplastante abrazo de oso,
"Kydeon may be older and grayer but from the force of his hug, you don't reckon you'd have any more chance of beating him now than you did as a 12 year old","Kydeon puede ser más viejo y canoso, pero por la fuerza de su abrazo, no crees que tengas más posibilidades de vencerle ahora que cuando tenías 12 años",
"Go easy, you old boar","Tranquilo, viejo jabalí",
It's good to see some things haven't changed,Es bueno ver que algunas cosas no han cambiado,
"Kydeon steps back and allows you to breathe again, before grabbing you by the shoulders","Kydeon da un paso atrás y te deja respirar de nuevo, antes de agarrarte por los hombros",
We heard of your father's passing,Nos hemos enterado del fallecimiento de tu padre,
"Truly, he sits with the Golden Dead now","En verdad, ahora está sentado con los Muertos de Oro",
"Tell me, how did he die?","Dime, ¿cómo murió?",
In glorious battle - at my side,"En una gloriosa batalla, a mi lado",
Drunk and reeking of his own piss,Borracho y apestando a su propia orina,
Let's not dwell on old wounds,No nos detengamos en viejas heridas,
Do you know why I'm here?,¿Sabes por qué estoy aquí?,
Kydeon's eyes narrow,Los ojos de Kydeon se entrecierran,
Then the old warrior died a fitting death,Entonces el viejo guerrero tuvo una muerte digna,
Kydeon is quiet for a moment then breaks into a grin,Kydeon se queda callado un momento y luego esboza una sonrisa,
"We'll raise a cup to his name, together, you and I!","¡Levantaremos una copa en su nombre, juntos, tú y yo!",
"Soon as you're done with Cato, and I can rustle up some ale fit for a guest","Tan pronto como termines con Cato, y pueda preparar algo de cerveza para un invitado",
"Kydeon, why am I here?","Kydeon, ¿por qué estoy aquí?",
It's been that long has it?,"Ha pasado tanto tiempo, ¿verdad?",
"Well, kitchen's still in that building over on the east end of the property","Bueno, la cocina todavía está en ese edificio en el extremo este de la propiedad",
Just follow yer nose,Sólo tienes que seguir tu olfato,
And the wine cellar's underneath it,Y la bodega está debajo,
The old man fails to suppress the impulse to lick his lips,El anciano no puede reprimir el impulso de lamerse los labios,
"If you want to explore, for old time's sake, take this lantern","Si quieres explorar, por los viejos tiempos, toma esta linterna",
Lord Berryn will wait - and we don't want you getting lost in the hedge-maze again!,Lord Berryn esperará - ¡y no queremos que te pierdas en el laberinto de setos otra vez!,
"The man laughs heartily and hands you a small, brass lantern",El hombre se ríe a carcajadas y te entrega una pequeña linterna de latón,
"Whatever may come to pass, it did this old warrior a barrel of good to see you again boy!","Pase lo que pase, a este viejo guerrero le ha sentado de maravilla volver a verte, muchacho.",
"The old man slaps you on the shoulder in parting, almost knocking you off balance","El anciano te da una palmada en el hombro a modo de despedida, casi haciéndote perder el equilibrio",
He then seems to remember something as he leans in conspiratorially,Entonces parece recordar algo y se inclina hacia ti con aire conspirador,
"Whatever may come to pass, it did this old warrior a barrel of good to see you again girl!","Pase lo que pase, ¡a este viejo guerrero le ha hecho mucha ilusión volver a verte, chica!",
Kydeon,Kydeon,
"An aging, armoured man in the livery of House Berryn stands and scowls at you",Un anciano con armadura y librea de la Casa Berryn se levanta y te mira con el ceño fruncido,
"Eyes like coal peer out from a craggy face fringed top and bottom with wild, white hair","Ojos como el carbón se asoman desde un rostro escarpado, bordeado por arriba y por abajo de pelo salvaje y blanco",
Return his challenging stare,Devuélvele la mirada desafiante,
Walk on by,Pasa de largo,
"The man's eyelids droop, near fully closed","Los párpados del hombre caen, casi completamente cerrados",
It was a cruel fate that befell your father,Fue cruel el destino de tu padre,
"And yours, crueller still","Y el tuyo, aún más cruel",
"For what it's worth, I'll bear memory of him as the good, honest man he was, before","Por si sirve de algo, guardaré recuerdo de él como el hombre bueno y honesto que fue, antes de",
Kydeon is quiet for a moment then offers a sad smile,Kydeon se queda callado un momento y luego ofrece una triste sonrisa,
Soon as you're done with the Master!,¡En cuanto acabes con el Maestro!,
But first,Pero primero,
Don't keep Lyra waiting any longer!,¡No hagas esperar más a Lyra!,
Talk to her first and I'll be here for later,Habla con ella primero y yo estaré aquí para más tarde,
Have you seen Lyra yet?,¿Has visto a Lyra ya?,
Best not keep her waiting!,¡Mejor no hacerla esperar!,
I have your medicine,Tengo su medicina,
Where was the kitchen again?,¿Dónde estaba la cocina?,
Where do I find the garden?,¿Dónde está el jardín?,
Where did you say Lyra was?,¿Dónde dijiste que estaba Lyra?,
May your sleep be dreamless?,Que tu sueño sea sin sueños,
"The older man crosses his massive arms, steps forward and leans towards you","El hombre mayor cruza sus enormes brazos, da un paso adelante y se inclina hacia ti",
"So, young sellsword, come looking for a scrap have you?","Así que, joven mercenario, ¿vienes buscando pelea?",
"Kydeon, you old fool!","¡Kydeon, viejo tonto!",
Stand aside old man,Apártate viejo,
I have business with your lord,Tengo negocios con tu señor,
Have you not gone to see her yet?,¿No has ido a verla todavía?,
You best hurry then!,Será mejor que te des prisa.,
She's on the stairs right behind me there!,"Está en las escaleras, justo detrás de mí.",
"Master Cato will chew your ear plenty when you see him, {PLAYER}",El Maestro Cato te morderá la oreja cuando lo veas.,
"Lyra, the new Master-at-Arms awaits you by the main entrance","Lyra, la nueva Maestra de Armas te espera en la entrada principal",
She'll escort you - and don't ask her not to,Ella te escoltará - y no le pidas que no lo haga,
If you think I had a temper,Si crees que tengo mal genio,
The joke fails to hide the note of anxiety in the grizzled House guard's voice,La broma no logra ocultar la nota de ansiedad en la voz del canoso guardia de la Casa.,
I shall look for this Lyra,Buscaré a esta Lyra,
"What are you hiding from me, old boar?","¿Qué me ocultas, viejo jabalí?",
#IntroWineCellar,#IntroWineCellar,
"Your father jolts upright, the bloodshot whites of his eyes glaring out of the darkness","Tu padre se levanta sobresaltado, con el blanco de los ojos inyectados en sangre brillando en la oscuridad",
We found her!,¡La hemos encontrado!,
Wandering the forests outside the estate!,Vagando por los bosques fuera de la finca.,
Mistress Valeria,Señora Valeria,
Help him stand,Ayúdale a ponerse de pie,
"Haltingly, and leaning heavily on you, your father manages to stand","Con dificultad, y apoyándose fuertemente en ti, tu padre logra ponerse de pie.",
She was never the same,Nunca volvió a ser la misma,
Whatever happened broke her,Lo que sea que haya pasado la rompió,
"It was the girl, you know?","Fue la chica, ¿sabes?",
The seed was planted in Valeria that night,La semilla fue plantada en Valeria esa noche,
But how could you know?,¿Pero cómo podías saberlo?,
You were but a babe yourself,No eras más que un bebé,
You help lead the now sobbing man out of the cellar,Ayudas a sacar del sótano al hombre que ahora solloza,
"Stop it, father!","¡Basta, padre!",
Lord Cato trusted me!,Lord Cato confió en mí.,
And I failed him - but Valeria was the one to pay the price: mind broken and that spawn of a child,Y yo le fallé - pero Valeria fue la que pagó el precio: la mente rota y ese engendro de niño,
Your father's voice seethes with fury,La voz de tu padre hierve de furia,
Enough!,¡Basta!,
"Don't talk back to me, you bastard!","¡No me contestes, bastardo!",
What do you know about honor!?,¿¡Qué sabes tú de honor!?,
As much as your harlot mother!,¡Tanto como la ramera de tu madre!,
"Your father steps away from you, unsteadily, tears streaming down his contorted face","Tu padre se aleja de ti, tambaleandose, con lágrimas cayendo por su rostro contorsionado",
"Shut up, shut up, shut up!","¡Cállate, cállate, cállate!",
Turn and run,Date la vuelta y corre,
Strike the man,Golpea al hombre,
"You draw a ragged breath and snap out of the memory, your knuckles white",Respiras entrecortadamente y sales del recuerdo con los nudillos blancos.,
You're alone in the damp cellar and don't particularly feel like dwelling there,Estás solo en el sótano húmedo y no te apetece especialmente permanecer allí,
You're gripped by a long-hidden memory upon entering this part of the cellar,"Al entrar en esta parte del sótano, un recuerdo oculto durante mucho tiempo se apodera de ti.",
"You sealed it away - but in so doing, preserved its strength","Lo sellaste - pero al hacerlo, preservaste su fuerza",
"And now, it demands freedom","Y ahora, exige libertad",
You can still recall smelling him before you could make out his writhing shape in the dim light of the cellar,Todavía puedes recordar cómo lo olías antes de que pudieras distinguir su forma retorcida en la tenue luz del sótano,
Mistress Valeria!,¡Señora Valeria!,
Open the door!,¡Abra la puerta!,
Your father doesn't even notice you in the throes of his intoxicated ramblings,Tu padre ni siquiera te nota en medio de sus embriagadas divagaciones,
How could they take her?,¿Cómo pudieron llevársela?,
Her chambers were locked from inside!,¡Sus aposentos estaban cerrados por dentro!,
Where is she!?,¿¡Dónde está!?,
Try to shake some sense into him,Trata de hacerlo entrar en razón.,
#,#,
# Chapter_1,# Capítulo_1,
#,#,
#Chapter1Governor_2,#Chapter1Governor_2,
The man - surely the Governor from his ostentatious ring of office and the guards flanking him - bars your way,El hombre -seguramente el Gobernador por su ostentoso anillo de oficina y los guardias que lo flanquean- les impide el paso,
You're not guests of mine,No son mis invitados,
Or in my employ,Ni están a mi servicio,
What's going on here {ITEM}?,¿Qué está pasando aquí {ITEM}?,
What's going on here ?,¿Qué está pasando aquí?,
We were just leaving,Ya nos íbamos,
I'm just leaving,Ya me voy,
I might ask you the same question,Podría hacerte la misma pregunta,
PAY FOR HORRYN,PAGO POR HORRYN,
"Ah yes, the idiocy of the righteous","Ah, sí, la idiotez de los justos",
What makes you think I had anything to do with whatever befell that parochial stain on my career?,¿Qué te hace pensar que tuve algo que ver con lo que le ocurrió a esa mancha parroquial en mi carrera?,
You forsook the survivors,Abandonaste a los supervivientes,
I can't let that stand,No puedo dejar pasar eso,
It's more what you've not done to help the survivors,Es más lo que no has hecho para ayudar a los supervivientes,
An exit,Una salida,
NO MISTRESS CONTINUE,NO SEÑORA CONTINÚA,
So soon?,¿Tan pronto?,
But we've barely got to know each other,Pero apenas hemos llegado a conocernos,
Pray tell - what brought you here?,"Por favor, dime - ¿qué te trajo aquí?",
"We're mercenaries, en route to the Black Priory","Somos mercenarios, en ruta hacia el Priorato Negro",
"Sheer chance, while looking for a safe haven","Pura casualidad, mientras buscábamos un refugio seguro",
I'm here to make you pay for Horryn,Estoy aquí para hacerte pagar por Horryn,
You can't get much safer than here,No puedes estar mucho más seguro que aquí,
Who knows when contact with the mainland will be restablished,Quién sabe cuándo se restablecerá el contacto con el continente,
Until then - the more the merrier,Hasta entonces - cuantos más mejor,
SURVIVORS,SUPERVIVIENTES,
"Yes, well","Sí, Bueno",
"Regrettably, my guests here - including many important people - are used to certain comforts","Lamentablemente, mis invitados aquí - incluyendo a muchas personas importantes - están acostumbrados a ciertas comodidades",
Wine and sweet meats are hardly fit to nourish a deranged refugee,El vino y las carnes dulces son apenas aptos para alimentar a un refugiado trastornado,
They're better off at the camp,Están mejor en el campamento,
You callous bastard,Bastardo insensible,
Wait until your masters hear about this,Espera a que tus amos se enteren de esto,
PRIORY?,¿PRIORÍATO?,
A strange destination,Un destino extraño,
Stranger still that,Más extraño aún que,
Needs must,Las necesidades deben,
BLACKMAIL,BLACKMAIL,
Hah!,¡Ja!,
You think I care about those distant bureacrats?,¿Crees que me importan esos lejanos burócratas?,
Or that they care about me?,¿O que ellos se preocupan por mí?,
"They sent me here because they don't care about me, ergo they care even less about Horryn","Me enviaron aquí porque no se preocupan por mí, ergo se preocupan aún menos por Horryn",
And the Priory is a law unto itself,Y el Priorato es una ley en sí misma,
"From what I can see in your ledger, they'll care","Por lo que puedo ver en tu libro de cuentas, se preocuparán",
PAY OFF,PAGA,
"You petty, larcenous little",Pequeño ladrón mezquino,
Look,Mira,
Why sour such an occasion,¿Por qué agriar una ocasión así,
You look as if you can handle yourself,Parece como si pudieras manejarte solo,
Why spill blood at such an occasion,¿Por qué derramar sangre en una ocasión así,
"let me make it worth your while to forget all this ugliness and join us here, as a guest of honour?","déjame hacer que valga la pena que olvides toda esta fealdad y te unas a nosotros aquí, como invitado de honor?",
Can you be more specific?,¿Puedes ser más específico?,
Keep your pathetic bribes,Mantenga sus sobornos patéticos,
Your boat would make it worth my while,Su barco haría que valga la pena mi tiempo,
BRIBE INFO,BRIBE INFO,
Whatever for?,¿Para qué?,
There are plenty of entertainments yet to come,Hay un montón de entretenimientos aún por venir,
And I would know who my sweetheart’s new friends are - it’s rude to arrive uninvited - far ruder to leave unannounced,Y me gustaría saber quiénes son los nuevos amigos de mi novia - es de mala educación llegar sin invitación - mucho más grosero irse sin avisar,
We’re mercenaries,Somos mercenarios,
But we’re not here for you,Pero no estamos aquí por ti,
I do so hate to disappoint my guests,Odio tanto decepcionar a mis invitados,
Even if they are uninvited ones,Incluso si no están invitados,
"I'll indulge you - what question, exactly, do you mean?","Voy a complacerte - ¿Qué pregunta, exactamente, quieres decir?",
What is going on here?,¿Qué está pasando aquí?,
I take it back,Me retracto,
I don't have time for this,No tengo tiempo para esto,
Attack,Ataque,
HERE FOR HER,AQUÍ POR ELLA,
But it seems you’re here for {ITEM}?,¿Pero parece que estás aquí por {ITEM}?,
And she is a treasured part of my own soul,Y ella es una parte atesorada de mi propia alma,
"So you see - you take her, and it’s the same thing","Así que ya ves - te la llevas, y es lo mismo",
Continue,Continuar,
She steps UP,Ella da un paso ARRIBA,
{ITEM} steps forward,{ITEM} da un paso adelante,
"Whatever your puerile desires, I am not owned, attached, or in any way a part of you","Sean cuales sean tus pueriles deseos, no soy de tu propiedad, ni estoy atada, ni formo parte de ti de ninguna manera",
I’m free to leave - and I can’t wait to be on a different continent to you,Soy libre de irme - y no puedo esperar a estar en un continente diferente al tuyo,
SICK FANTASIES,FANTASÍAS ENFERMAS,
So cold {ITEM}?,¿Tan frío {ITEM}?,
"And yet, behind closed doors, your touch, your lips, your… was warm, hot with your love for me","Y sin embargo, a puerta cerrada, tu tacto, tus labios, tu... era cálido, caliente con tu amor por mí",
I don’t want to hear about your sick fantasies,No quiero oír hablar de tus fantasías enfermas,
SPIRALLING,SPIRALLING,
You’re seriously trying to take her from me?,¿En serio intentas quitármela?,
To where?,¿A dónde?,
This island is doomed - outside of these walls is only madness and desolation!,Esta isla está condenada. Fuera de estos muros sólo hay locura y desolación.,
"The Empire aren’t coming, if they even know","El Imperio no vendrá, si es que lo saben",
"Stay here, and join my garrison - I can make it worth your while","Quédate aquí, y únete a mi guarnición - puedo hacer que valga la pena",
"And so an {PLAYER}, I’m sure","Y así un {PLAYER}, estoy seguro",
Let it never be said I’m not generous with my assets,Que nunca se diga que no soy generoso con mis bienes,
You've gone wrong,Te has equivocado,
Eheh,Eheh,
"On the contrary, I’ve never felt better - the ingrate yokels of Horryn and the meddling heretics of the Priory demanded too much of me","Al contrario, nunca me he sentido mejor - los paletos ingratos de Horryn y los herejes entrometidos del Priorato me exigían demasiado",
"Now, at last, I am free","Ahora, por fin, soy libre",
"Come, {ITEM} - I have more delights for us planned","Ven, {ITEM} - Tengo más delicias planeadas para nosotros",
I have something planned of my own,Tengo algo planeado por mi cuenta,
BETRAYAL,TRAICIÓN,
The guards draw their weapons,Los guardias sacan sus armas,
Make short work of the Governor,Hacen poco trabajo con el Gobernador,
One of them speaks,Uno de ellos habla,
He was murdered by someone at the ball - driven crazy by grief after Horryn,Fue asesinado por alguien en el baile - enloquecido por el dolor después de Horryn,
"Right?""","¿Verdad? """,
Correct,Correcto,
Good luck,Buena suerte,
DONE,HECHO,
You part ways,Se separan,
The boat lies within reach,El barco está al alcance,
Guards - methinks our new guests are party poopers,Guardias - me parece que nuestros nuevos invitados son aguafiestas,
And we all know what happens to those,Y todos sabemos lo que les pasa a esos,
You'd be surprised,Te sorprenderías,
#Chapter1Governor_Intro,#Capitulo1Governor_Intro,
"You're greeted by an opulent and vast reception hall, bursting with music, extravantly dressed guests and tantalising aromas","Te recibe un opulento y vasto salón de recepciones, rebosante de música, invitados extravagantemente vestidos y aromas tentadores",
"The man addressing you is covered in stately marks of office, but his finery, like his smile, look ill suited to him","El hombre que se dirige a ti está cubierto con las marcas señoriales de su cargo, pero sus galas, al igual que su sonrisa, parecen poco adecuadas para él",
