MAIN QUESTS,MISIONES PRINCIPALES
COMPLETED,COMPLETADAS
Factions,Facciones
Quests that have been completed,Misiones completadas
WAKING UP,EL DESPERTAR
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obtener habilidades de lanzamiento de hechizos, debes comprar rangos en el (violeta"
Feat-tree,Feat-tree
More spells can be learned by studying spell-tomes that you acquire as you adventure,Más hechizos se pueden aprender mediante el estudio de hechizo-tomos que se adquieren a medida que la aventura
Champion Feats,Campeón Feats
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obtener habilidades de lanzamiento de hechizos, debes comprar rangos en el (violeta"
Feat-tree,Feat-tree
More spells can be learned by studying spell-tomes that you acquire as you adventure,Más hechizos se pueden aprender mediante el estudio de hechizo-tomos que se adquieren a medida que la aventura
Champion Feats,Campeón Feats
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obtener habilidades de lanzamiento de hechizos, debes comprar rangos en el árbol de proezas correspondiente (violeta"
Feat-tree,Feat-tree
More spells can be learned by studying spell-tomes that you acquire as you adventure,Puedes aprender más hechizos estudiando tomos de hechizos que adquieras durante tu aventura. tomos de hechizos que adquieres al aventurarte
Champion Feats,Proezas de Campeón
Learn 2 new spells from the Body Magic School,Aprendes 2 hechizos nuevos de la Escuela de Magia Corporal
TIER,TIER
Bear's Strength Cure Moderate Poison Minor Lay on Hands Serpent's Grace,Fuerza del Oso Cura Veneno Moderado Manos Atadas Menor Gracia de la Serpiente
Cure Moderate Disease Fleet of Foot Moderate Lay on Hands Lesser Regeneration Pestilence,Cura Enfermedad Moderada Flota de Pies Regeneración Moderada Manos Atadas Menor Pestilencia
Miasma Circle of Healing Greater Lay on Hands Greater Regeneration Corporeal Restoration,Círculo de Miasma de Curación Manos Atadas Mayor Regeneración Corporal Restauración
Learn 2 new spells from the Mind Magic School,Aprendes 2 hechizos nuevos de la Escuela de Magia Mental
Aura of Fear Clear Senses Fortify Awareness Fortify Will Instil Courage Sublime Projection,Aura de Miedo Sentidos Claros Fortalece Conciencia Fortalecer Voluntad Infundir Valor Proyección Sublime
Searing Light Heal Mind Holy Lance Stunning Touch Touch of Confusion,Luz Ardiente Sanar Mente Lanza Sagrada Toque Impactante Toque de Confusión
Hysterical Blindness Mental Restoration Stunning Aura,Ceguera Histérica Restauración Mental Aura Impactante
Learn 2 new spells from the Spirit Magic School,Aprende 2 nuevos hechizos de la Escuela de Magia Espiritual
Blessing Touch Mark of Heroism Hammer of Light Holy Light Touch of Condemnation,Toque de Bendición Marca de Heroísmo Martillo de Luz Luz Sagrada Toque de Condena
Heroic Aura Aura of Condemnation Aura of Silence Blessing Aura Touch of Weakness,Aura Heroica Aura de Condena Aura de Silencio Aura de Bendición Toque de Debilidad
Command of Paralyzation Holy Judgement Purge Magic,Orden de Paralización Juicio Sagrado Purgar Magia
Select a target for your Ability!,¡Seleccione un objetivo para su Habilidad!
Targets user,Usuario objetivo
Click anywhere to use ability!,Haz clic en cualquier lugar para usar la habilidad.
Select a target for your Maneuver!,Selecciona un objetivo para tu maniobra.
"If it’s the hedge maze you mean, just head west and then north","Si te refieres al laberinto de setos, dirígete al oeste y luego al norte."
Had to drag you out o’ there enough times,He tenido que sacarte a rastras de ahí bastantes veces
You pet the dog,Acaricias al perro
Sub-Quest Completed,Búsqueda adicional completada
Armand whafts the scent of the grilled sandwich towards his nose,Armand se acerca a la nariz el aroma del sándwich a la parrilla
"Ah, the crust of the bread, the softness of the cheese, the savoryness of the ham","Ah, la corteza del pan, la suavidad del queso, el sabor del jamón"
Perfection!,¡Perfección!
You shall indeed never again go hungry in the night,Nunca más volverás a pasar hambre por la noche
I say,Yo digo
I'm quite lost,Estoy bastante perdido
SIDE QUESTS,BUSQUEDAS ADICIONALES
Success,Éxito
Hard were the years that followed  the mercenary life is bloody and unforgiving,Duros fueron los años que siguieron la sangrienta e implacable vida como mercenario
Tome,Tomo
"31,0/280 lb","31,0/280 lb"
Learn,Aprender
TOME,TOMO
Read to learn the spell,Leer para aprender el hechizo
Requires ranks in one of the following schools,Requiere rangos en una de las siguientes escuelas
Tier,Nivel
Requires at least 1 rank in one of the following Attribute(s,Requiere al menos 1 rango en uno de los siguientes Atributo(s)
Cannot learn spell,No puede aprender un hechizo
Cannot learn spell,No puede aprender un hechizo
MINOR LAY ON HANDS,IMPOSICIÓN DE MANOS MENOR
Body Magic School Tier,Nivel Escuela de Magia Corporal
reaches Level,alcanza el nivel
Medium Club,Garrote Mediano
Listen here Basilo has a proposal for you!,"¡Escucha, Basilo tiene una propuesta para ti!"
My children,Mis hijos
Sell,Vender
Sell Stack,Vender pila
Vendor will pay you,El vendedor te pagará
for this,por esto
Wreck Picker (Vendor has 300 Gold,Recolector de restos (el vendedor tiene 300 de oro
Sell mult,Vender mult
Buy mult,Comprar mult
Suspicion,Sospecha
Restocks in 4 days,Reposición en 4 días
Sold for,Vendido por
Sold Scrimshaw for 1 Gold!,¡Vendí un scrimshaw por 1 oro!
Wreck Picker (Vendor has 299 Gold,Recolector de restos (el vendedor tiene 299 monedas de oro)
Sold Mug for 1 Gold!,¡Vendió una jarra por 1 moneda de oro!
Wreck Picker (Vendor has 298 Gold,Recolector de restos (el vendedor tiene 298 monedas de oro)
Medium Club,Maza mediana
You fail to scale the wall and fall down,No consigues escalar la pared y caes
reaches Level,alcanza el nivel
TWO-HANDED EXPERT,EXPERTO EN ARMAS A DOS MANOS
Confirm,Confirmar
Pick 2 new Body Magic School 1 spells to learn,Elige 2 nuevos hechizos de la Escuela de Magia Corporal 1 para aprender
Pick 1 new Body Magic School 1 spell to learn,Elige 1 nuevo hechizo de la Escuela de Magia Corporal 1 para aprender
You have selected the required spells and can proceed!,¡Has seleccionado los hechizos necesarios y puedes continuar!
Spell,Hechizo
Cost,Coste
Att,Ataque
Touch,Toque
Targets any ally adjacent to the caster,Ata a cualquier aliado adyacente al lanzador.
Targets any opponent or ally adjacent to the caster,Ata a cualquier oponente o aliado adyacente al lanzador.
#Blindness,#Ceguera
#Deafness,#Sordera
#Disease,#Enfermedad
#Stun,#Aturdimiento
#Paralysis,#Parálisis
#Asleep,#Sueño
#Poison,#Veneno
#Intoxicated,#Intoxicación
#Silenced,#Silencio
#Bleeding,#Hemorragia
Select a target!,¡Selecciona un objetivo!
Cast Spell,Lanzar hechizo
Giant Bat is occupied!,¡El murciélago gigante está ocupado!
Critical Backstab!!!,¡Puñalada trapera crítica!
Hat of Defence,Sombrero de defensa
Hat of Defence,Sombrero de defensa
HAT OF DEFENCE,SOMBRERO DE DEFENSA
Giant Leech is occupied!,¡La sanguijuela gigante está ocupada!
Crab is occupied!,¡El cangrejo está ocupado!
Giant Crab Disengages,El cangrejo gigante se retira.
Cannot fire in melee!,¡No se puede disparar en combate cuerpo a cuerpo!
Kat does not have a valid target!,¡Kat no tiene un objetivo válido!
Like I said gutting the bastard will go a long way towards setting things right,"Como dije, destripar al bastardo contribuirá en gran medida a arreglar las cosas."
only has a LORE score of,solo tiene una puntuación de CONOCIMIENTO de
Stars are birthed and die collapsing in on themselves in cataclysms that shake the very foundations of creation,Las estrellas nacen y mueren colapsando sobre sí mismas en cataclismos que sacuden los cimientos mismos de la creación.
#Afraid,#Miedo
Melee To Hit -2 Willpower,Cuerpo a cuerpo para golpear -2 Fuerza de voluntad
Roll a successful Willpower Saving Throw vs DC 10 at end of each turn to remove,Haz una tirada de salvación de Fuerza de voluntad contra CD 10 al final de cada turno para eliminar.
Status Tag,Etiqueta de estado
DC,CD
Wreck Picker (Vendor has 297 Gold,Recolector de restos (el vendedor tiene 297 monedas de oro).
Sold Fishing Hook for 1 Gold!,¡Vendido anzuelo por 1 moneda de oro!
Wreck Picker (Vendor has 296 Gold,Recolector de restos (el vendedor tiene 296 monedas de oro
Sold Cracked Wine Jug for 1 Gold! 2 Cracked Wine Jug remaining,¡Vendió una jarra de vino agrietada por 1 moneda de oro! Quedan 2 jarras de vino agrietadas
Wreck Picker (Vendor has 295 Gold,Recolector de restos (el vendedor tiene 295 monedas de oro
Sold Cracked Wine Jug for 1 Gold! 1 Cracked Wine Jug remaining,¡Vendió una jarra de vino agrietada por 1 moneda de oro! Queda 1 jarra de vino agrietada
Wreck Picker (Vendor has 294 Gold,Recolector de restos (el vendedor tiene 294 monedas de oro
Sold Cracked Wine Jug for 1 Gold!,¡Vendió una jarra de vino agrietada por 1 moneda de oro!
Wreck Picker (Vendor has 293 Gold,Recolector de restos (El vendedor tiene 293 monedas de oro.
This item can't be traded,Este objeto no se puede intercambiar.
Buy,Comprar.
Steal,Robar.
Vendor wants,El vendedor quiere.
Wreck Pic,Recolector de restos.
must roll,debe tirar los dados.
Foggy Dusk,Atardecer brumoso.
is too hungry to work,tiene demasiada hambre para trabajar.
Overcast Dusk,Atardecer nublado.
Mold Chil,Moho Chil.
Disengages,se retira.
Select a Spell to cast,Selecciona un hechizo para lanzar.
Select a target to use ability!,¡Selecciona un objetivo para usar la habilidad!
Select a target for your SPELL!,¡Selecciona un objetivo para tu HECHIZO!
Fog and Rain Dusk,Atardecer con niebla y lluvia.
Ring,Anillo
Crafted 1 Farmer's Omelette,Elaborado 1 Tortilla del granjero
farmer's omelette,Tortilla del granjero
Crafted 2 Farmer's Omelette,Elaborado 2 Tortilla del granjero
Pick 2 new Spirit Magic School 1 spells to learn,Elige 2 nuevos hechizos de la Escuela de Magia Espiritual 1 para aprender.
Pick 1 new Spirit Magic School 1 spell to learn,Elige 1 nuevo hechizo de la Escuela de Magia Espiritual 1 para aprender.
Positive Condition,Condición positiva
Dodge +1 Melee To Hit +1 Ranged To Hit +1 Toughness +1 Willpower,Esquivar +1 Golpear en combate cuerpo a cuerpo +1 Golpear a distancia +1 Resistencia +1 Fuerza de voluntad.
Lasts until end of combat,Dura hasta el final del combate.
Targets any opponent adjacent to the caster,Ata a cualquier oponente adyacente al lanzador.
Deals 4-8 (+Magical Aptitude,Inflige 4-8 (+Aptitud mágica
#Invisible,#Invisible
FAILED,FALLIDO
Roland reaches Level,Roland alcanza el nivel
Out of ammo!,¡Sin munición!
Kat is out of ammo!,¡Kat se queda sin munición!
Kat Defends,Kat defiende
Roland Defends,Roland defiende
Reaver recovers from surprise!,¡Reaver se recupera de la sorpresa!
Reaver is occupied!,¡Reaver está ocupado!
is occupied!,está ocupado!
QUICK_SAVE,QUICK_SAVE
Quick_Save,Quick_Save
Kat Defends,Kat Defiende
Roland Defends,Roland Defiende
Reaver recovers from surprise!,¡Reaver se recupera de la sorpresa!
Reaver is occupied!,¡Reaver está ocupado!
Roland is occupied!,¡Roland está ocupado!
Reaver Disengages,Reaver se retira
Accurate Masterwork Shortbow,Arco corto de precisión Obra Maestra
ACCURATE MASTERWORK SHORTBOW,ARCO CORTO DE PRECISIÓN
Out of ammo!,¡Se queda sin munición!
Kat is out of ammo!,¡Kat se queda sin munición!
Kat is occupied!,¡Kat está ocupada!
Curses!!,¡Maldición!
Leap,Salto
You leap and instantly realize you've misjudged the distance,Saltas e instantáneamente te das cuenta de que has calculado mal la distancia
You plummet onto the rocks below,Caes en picado sobre las rocas de abajo
Unconscious,Inconsciente
is not conscious,no es consciente
You must select a conscious character to act!,¡Debes seleccionar un personaje consciente para actuar!
Spider Cr,Cangrejo Araña
Spider Crab recovers from surprise!,¡Cangrejo Araña se recupera de la sorpresa!
Spider Crab Defends,Cangrejo Araña se defiende
Spider Crab Disengages,Cangrejo Araña se desengancha
Spider Crab is occupied!,¡Cangrejo Araña está ocupado!
Roland is too hurt to force a lock,Roland está demasiado herido para forzar un bloqueo
Rot Crab recovers from surprise!,Cangrejo Putrefacto se recupera de la sorpresa!
Can't reach target!,¡No puede alcanzar al objetivo!
does not have a valid target!,no tiene un objetivo válido!
Defends,se defiende
Acid Damage,Daño Ácido
Rot Crab is occupied!,¡Cangrejo putrefacto está ocupado!
Shifting,Se desplaza
Shifts,Se desplaza
Roland holds his action,Roland mantiene su acción
Kat Disengages,Kat se desplaza
Roland must roll,Roland debe tirar
You can only manage your party if resting in a comfortable camp or lodgings,¡Sólo puede manejar a su grupo si descansa en un campamento o alojamiento confortable
Find bed or an inn!,Encuentra cama o posada!
redman,redman
lemons,lemons
is too heavily wounded to work,está demasiado herido para trabajar
Kat fletched,Kat lanza
arrow!,flecha!
Roland found,¡Roland encontró
ration!,ración!
#Disease,#Enfermedad
Spider Cr,Cangrejo Araña
Kat Defends,Kat se defiende
Spider Crab recovers from surprise!,¡Cangrejo Araña se recupera de la sorpresa!
Roland Disengages,Roland se desengancha
Shield of Defence,Escudo de Defensa
Shield of Defence,Escudo de Defensa
SHIELD OF DEFENCE,ESCUDO DE DEFENSA
rounds of oxygen remaining,rondas de oxígeno restante
FATE OF THE SANTA FURY,DESTINO DE LA SANTA FURIA
Overcast Dawn,Amanecer nublado
Got work for me?,¿Tienes trabajo para mí?
Hire,Contratar
Do you wish to hire this mercenary for 300 gold?,¿Deseas contratar a este mercenario por 300 de oro?
A mercenary is a blank character that you get to create from scratch and add to your party,Un mercenario es un personaje en blanco que puedes crear desde cero y añadir a tu grupo
This recipe requires the following ingredients,Esta receta requiere los siguientes ingredientes
You have now learned how to make this recipe,Ya has aprendido a hacer esta receta
You can’t afford to hire this mercenary at the moment,No puedes permitirte contratar a este mercenario en este momento
"Taking a running start, you leap","Tomando carrerilla, das un salto"
You make it and fall heavily into a roll as you land,Lo consigues y caes pesadamente rodando al aterrizar
Giant Crab recovers from surprise!,¡Cangrejo Gigante se recupera de la sorpresa!
Giant Crab is occupied!,¡Cangrejo Gigante está ocupado!
Fell Houn,Sabueso Caído
Shifts,¡Cambia
Dire Hound recovers from surprise!,Sabueso feroz se recupera de la sorpresa!
Shifts,Shifts
Defends,Defiende
#Disease,#Enfermedad
Lights as you've never seen; like those sailors from the high north talk of,Luces como nunca has visto; como esas de las que hablan los marineros del alto norte
Do I hear chanting up ahead?,¿Oigo cánticos ahí delante?
sylver,sylver
reticular,reticular
Dire Rat recovers from surprise!,¡Rata Peligrosa se recupera de la sorpresa!
Crafted 1 Potion of Cure Disease,Elaborada 1 Poción de Cura de Enfermedad
Accurate Fine Waraxe,Hacha de guerra fina de precisión
ACCURATE FINE WARAXE,Hacha de guerra fina y precisa
Medium Axe,Hacha mediana
Axes Weapons can't be equipped by this Class,Las armas hacha no pueden ser equipadas por esta clase.
"From the center of the three, The Santa Fury made her flight","Desde el centro de los tres, La Santa Furia emprendió su vuelo"
HEALING 5+,CURA 5+
A HEALING score of 5 or higher is required to succeed,Se requiere una puntuación de CURA de 5 o superior para tener éxito
Healing (,Curación (
beats Difficulty (,supera la Dificultad (
has a HEALING score of,tiene una puntuación de CURA de
only has a LORE score of,sólo tiene una puntuación de LORE de
Resistant,Resistente
Disengages,Desenganchar
Criticals,Critico
Battlemagos Feats,Habilidades Battlemagos
Learn 2 new spells from the Air Magic School,Aprende 2 nuevos hechizos de la Escuela de Magia del Aire
Blink Mark of Blurring Magic Missile Steal Breath,Parpadeo Marca de Borrosidad Misil Mágico Robar Aliento
Blinding Bolt Mark of Haste Purge Invisibility,Rayo Cegador Marca de Prisa Purgar Invisibilidad
Dispel Magic Mark of Invisibility Lightning Strike Poisoned Globe,Disipar Magia Marca de Invisibilidad Golpe Relámpago Globo Envenenado
Learn 2 new spells from the Earth Magic School,Aprende 2 nuevos hechizos de la Escuela de Magia de la Tierra
Arcane Shockwave Mark of Lethargy Summon Vermin Swarm of Gnats,Onda Arcana de Choque Marca de Letargo Invocar Alimaña Enjambre de Mosquitos
Mass Lethargy Stoneskin Summon Giant Insect,Letargo Masivo Piel de Piedra Invocar Insecto Gigante
Breath Glass Diamond Form Summon Ooze,Aliento Cristal Forma de Diamante Invocar Limo
Learn 2 new spells from the Fire Magic School,Aprende 2 nuevos hechizos de la Escuela de Magia del Fuego Puños Llameantes Guerrero del Fuego Marca de Iluminación Latigazo Ardiente Aura de Resistencia al Fuego Invocar Magmite Bola de Fuego Frenesí de Fuego Infernal Escuela de Magia de Fuego
Aura of Flame Flaming Fists Fire Warrior Mark of Illumination,Aura de Llamas Puños Llameantes Guerrero de Fuego Marca de Iluminación
Searing Lash Aura of Fire Resistance Summon Magmite,Latigazo Ardiente Aura de Resistencia al Fuego Invocar Magmita
Fireball Fire Frenzy Inferno,Bola de Fuego Frenesí de Fuego Infierno
TOUCHED BY THE RETICULUM,TOCADO POR EL RETICULO
Pick 2 new Fire Magic School 1 spells to learn,Elige 2 nuevos hechizos de la Escuela de Magia de Fuego 1 para aprender
Pick 1 new Fire Magic School 1 spell to learn,Elige 1 nuevo hechizo de la Escuela de Magia de Fuego 1 para aprender
Targets the character themself,Apunta al propio personaje
Lasts until end of turn,Dura hasta el final del turno
Aura,Aura
Targets all opponents and allies in the Aura target area,Apunta a todos los oponentes y aliados en el área objetivo del Aura
Targets any opponent or ally anywhere on the battlefield,Apunta a cualquier oponente o aliado en cualquier parte del campo de batalla
Pick 2 new Fire Magic School 2 spells to learn,Elige 2 nuevos hechizos de la Escuela de Magia de Fuego 2 para aprender
Targets any tile anywhere on the battlefield,Apunta a cualquier ficha en cualquier lugar del campo de batalla
Summons one of the following creatures in each target area tile,Invoca a una de las siguientes criaturas en cada ficha del área objetivo
Pick 1 new Fire Magic School 2 spell to learn,Elige 1 nuevo hechizo de la Escuela de Magia de Fuego 2 para aprender
Line,Línea
Targets all opponents and allies in the Line target area,Apunta a todos los oponentes y aliados en el área objetivo de la Línea
